row,devicename,concept_id,concept_name
4319,SPIRAL-FLEX REINFORCED TRACHEAL TUBE Cuff 7.0,4149922,Armored endotracheal tube
4320,SPIRAL-FLEX REINFORCED TRACHEAL TUBE Cuff 7.5,4149922,Armored endotracheal tube
4321,SPRINTER LEGEND BALLOON CATHETER,45768093,Coronary angioplasty balloon catheter
4322,SPRINTER PTCA BALLOON CATHETER,45768093,Coronary angioplasty balloon catheter
4323,SSOFSILK 5/0-S182,4048532,Silk suture
4324,ST-2 SOEHENDRA TANNENBAUM BILIARY STENT,4234567,Biliary stent
4325,STANDALLOY F POWDER,4103628,Amalgam (silver) dental filling material
4326,STANDARD  COOK  WIRE   0.025(J)145,4159813,Guide wire
4327,STANDARD  COOK  WIRE   0.032(J)145,4159813,Guide wire
4328,STANDARD  COOK  WIRE   0.032(S)145,4159813,Guide wire
4329,STANDARD  COOK  WIRE   0.035(J)145,4159813,Guide wire
4330,STANDARD  COOK  WIRE   0.035(J)260,4159813,Guide wire
4331,STANDARD  COOK  WIRE   0.038(J)145,4159813,Guide wire
4332,STANDARD  COOK  WIRE   0.038(J)260,4159813,Guide wire
4333,STANDARD COOK WIRE 200CM미만(ANGIOGRAPHY용),4159813,Guide wire
4334,STANDARD COOK WIRE 200CM이상(ANGIOGRAPHY용),4159813,Guide wire
4335,STANDARD FLOW DISPOSABLE SET,45760468,Warming/high-flow infusion pump
4336,STANDARD FLOW DISPOSABLE SET 24200,45760468,Warming/high-flow infusion pump
4337,STANDARD OCCLUSION BALLOON CATHETER,45771982,Intravascular occluding catheter
4338,STAPLER TLC55,45765043,"Open-surgery manual linear cutting stapler, single-use"
4339,STAPLER TLC75 BODY,45765043,"Open-surgery manual linear cutting stapler, single-use"
4340,STAR ClOSE SE,2615771,"Closure device, vascular (implantable/insertable)"
4341,STARCLOSE SE 6FR,2615771,"Closure device, vascular (implantable/insertable)"
4342,STATLOCK CV PLUS VCDP,40489931,Catheter stabilization device
4343,STATLOCK CV PLUS(PEDIATRIC) VCDPP,40489931,Catheter stabilization device
4344,STATLOCK CVP VCDP,40489931,Catheter stabilization device
4345,STATLOCK FOLEY VFDSS,40489931,Catheter stabilization device
4346,STATLOCK IV PLUS IV0221,40489931,Catheter stabilization device
4347,STATLOCK IV(PEDIATRIC) VIDTML4,40489931,Catheter stabilization device
4348,STATLOCK MULTIPURPOSE VMPD,40489931,Catheter stabilization device
4349,STATLOCK NG,40489931,Catheter stabilization device
4350,STATLOCK UNIVERSAL PLUS 10-12FR. VUPD1012,40489931,Catheter stabilization device
4351,STATLOCK UNIVERSAL PLUS 6-8FR.VUPD68,40489931,Catheter stabilization device
4352,STAY SAFE CATH.EXTENSION LUER-LOCK 6MONTHS,45773341,Blood collection Luer adaptor
4353,STAY SAFE CATHETER EXTENSION LUER-LOCK,45773341,Blood collection Luer adaptor
4354,STD GUIDE WIRE   TSCF-035-80-3-BH-J,4159813,Guide wire
4355,STD GUIDE WIRE   TSF021-50-STR,4159813,Guide wire
4356,STEEL GUIDE WIRE   35-150-J,4159813,Guide wire
4357,STEEL GUIDE WIRE   35-150-STR,4159813,Guide wire
4358,STEEL WIRE   2420-09,4296155,Stainless steel wire suture
4359,STEEL WIRE   M660G,4296155,Stainless steel wire suture
4360,STEEL WIRE   M945,4296155,Stainless steel wire suture
4361,Steel Wire 1 M660G,4296155,Stainless steel wire suture
4362,STEEL WIRE 4 M651G,4296155,Stainless steel wire suture
4363,Steel Wire 5 M650G,4296155,Stainless steel wire suture
4364,STEEL WIRE 540,4296155,Stainless steel wire suture
4365,STEEL WIRE M650,4296155,Stainless steel wire suture
4366,STEEL-WIRE 5 2424-89,4296155,Stainless steel wire suture
4367,STEERABLE E.P CATHETER 11-20극 ,45761958,"Electrophysiology cardiac catheter, single-use"
4368,STEERABLE ELECTROPHYSIOLOGY CATHETER,45761958,"Electrophysiology cardiac catheter, single-use"
4369,STEIMAN PIN,4300178,Bone pin
4370,Stenmann Pin,4300178,Bone pin
4371,STEPTY 39MM*80MM,4229930,Wound management dressing
4372,STERI STRIP BLEND TONE SKIN CLOSURE(6X75mm)-B1551,45759807,Skin-closure adhesive strip
4373,STERI STRIP ELASTIC SKIN CLOSURE 4547(12*100MM),45759807,Skin-closure adhesive strip
4374,STERI STRIP ELASTIC SKIN(12X100mm)-E4547,45759807,Skin-closure adhesive strip
4375,STERI STRIP ELASTIC SKIN(6X100mm)-E4546,45759807,Skin-closure adhesive strip
4376,STERI STRIP SKIN CLOSURE 1/2'X4',45759807,Skin-closure adhesive strip
4377,STERI STRIP SKIN CLOSURE 1/4'X4',45759807,Skin-closure adhesive strip
4378,STERI STRIP SKIN CLOSURE 2 3/8'X 1',45759807,Skin-closure adhesive strip
4379,STERI-STRIP REINFORCED SKIN CLOSURE,45759807,Skin-closure adhesive strip
4380,STIFF GUIDE WIRE ,4159813,Guide wire
4381,STIFF GUIDE WIRE   THSCF 38-260-AES,4159813,Guide wire
4382,Stockeit Venous Cath (V122-28),4124293,Venous cannula
4383,Stocking (무릎형),4082555,Antithromboembolic stockings
4384,Stocking (허벅지형-독일밴드),4082895,Support stockings - garment
4385,Stocking (흰색-허벅지형),4082555,Antithromboembolic stockings
4386,STOCKING-허벅지용(혈전방지용),4082895,Support stockings - garment
4387,STOMAHESIVE PASTE,4270450,Ostomy adhesive plasters
4388,STOMAHESIVE PASTE 60G,4271428,Ostomy skin protectives
4389,STOMAHESIVE POWDER 28.3G,4271428,Ostomy skin protectives
4390,STONE BASKET 11-03-11-23-04(TW I/4b-1.8-30b),4290438,Stone retrieval basket
4391,STONE BASKET HELICAL   3.5Fr. 65CM,4290438,Stone retrieval basket
4392,STONE BASKET HELICAL   3Fr. 115CM,4290438,Stone retrieval basket
4393,STONE BASKET HELICAL   4.5Fr. 65CM,4290438,Stone retrieval basket
4394,Stone Basket(동인),4290438,Stone retrieval basket
4395,STORZE (reuserble),45767955,Laparoscopic surgical procedure kit
4396,STR.-CONNECTOR 1/2X1/2(W/L),45764266,Low-pressure tubing connector
4397,STR.-CONNECTOR 1/4X1/4(W/L),45764266,Low-pressure tubing connector
4398,STR.-CONNECTOR 1/4X3/8(W/L),45764266,Low-pressure tubing connector
4399,STR.-CONNECTOR 3/16X1/4(W/L),45764266,Low-pressure tubing connector
4400,STR.-CONNECTOR 3/16X3/16(W/L),45764266,Low-pressure tubing connector
4401,STR.-CONNECTOR 3/8X1/2(W/L),45764266,Low-pressure tubing connector
4402,STR.-CONNECTOR 3/8X3/8(W/L),45764266,Low-pressure tubing connector
4403,STRAIGHT VISCERAL CATHETER   5.0-38-85-STI,45771910,"Angiographic catheter, single-use"
4404,STRATA VALVE II(REGULAR) 42866,45767331,Cerebrospinal fluid shunt valve programmer
4405,STRATA VALVE II(SMALL) 42856,45767331,Cerebrospinal fluid shunt valve programmer
4406,STRATA VALVE NSC(REGULAR) 42365,45767331,Cerebrospinal fluid shunt valve programmer
4407,STRATA VALVE NSC(SMALL) 42355,45767331,Cerebrospinal fluid shunt valve programmer
4408,SUGITA ANEURYSM CLIP TIT(NO.1) 07-934-01,45761998,Aneurysm clip
4409,Sugita Titanium Clip NO.1-73,45761998,Aneurysm clip
4410,SUPER ARROW-FLEX AND PERCUTANEOUS SHEATH INTRODUCE,45772243,Intravascular guiding catheter
4411,SUPER ARROW-FLEX SHEATH 9F/16CM이하 INTRODUCER ,45761573,Catheter introducer
4412,SUPER ARROW-FLEX SHEATH 9F이하/17-40CM INTRODUCER ,45761573,Catheter introducer
4413,SUPER ARROW-FLEX SHEATH INTRODUCER 7FR.X24CM,45761573,Catheter introducer
4414,SUPER ARROW-FLEX SHEATH INTRODUCER 8FR.X24CM,45761573,Catheter introducer
4415,SUPER SHEATH 9F이상(BSC),4160628,Catheter sheath
4416,SUPER SHEATH 9F이하 16CM이하(BSC),4160628,Catheter sheath
4417,SUPER SHEATH SHORT 16CM,4160628,Catheter sheath
4418,SUPER STITCH,4097825,Surgical suture
4419,SUPERCROSS BALLOON CATH,45768093,Coronary angioplasty balloon catheter
4420,SUPERFIX 10CM*10M,4229928,Surgical adhesive tape
4421,SUPERFIX 5*10,4229928,Surgical adhesive tape
4422,SUPRAPUBIC CATHETER   12FR,4117709,Suprapubic catheter
4423,SUPRAPUBIC CATHETER   16FR,4117709,Suprapubic catheter
4424,SUPRAPUBIC PUR DRAINAGE LOOP CATHETER,4117709,Suprapubic catheter
4425,SUR-FIT AUTOLOCK SOMAHESIVE FLEXIBLE WAFER 45,4224190,Stoma flange
4426,SUR-FIT AUTOLOCK SOMAHESIVE FLEXIBLE WAFER 57,4224190,Stoma flange
4427,SUR-FIT NATURA DURAHESIVE WAFER 45/25,4224190,Stoma flange
4428,SUR-FIT NATURA MOLDABLE DURAHESIVE 45MM,4224190,Stoma flange
4429,SUR-FIT NATURA MOLDABLE DURAHESIVE 57MM,4224190,Stoma flange
4430,SUR-FIT NATURA MOLDABLE DURAHESIVE 70MM,4224190,Stoma flange
4431,SUR-FIT NATURA MOLDABLE STOMAHESIVE 22/45MM,4224190,Stoma flange
4432,SUR-FIT NATURA MOLDABLE STOMAHESIVE 33/45MM,4224190,Stoma flange
4433,SUR-FIT NATURA MOLDABLE STOMAHESIVE 57MM,4224190,Stoma flange
4434,SUR-FIT NATURA UROSTOMY POUCH 45,45758871,Multiple-piece urostomy bag
4435,Sur-Fit NATURA Urostomy Pouch 45mm,45758871,Multiple-piece urostomy bag
4436,SUR-FIT NATURA UROSTOMY POUCH 57,45758871,Multiple-piece urostomy bag
4437,Sur-Fit natura Urostomy Pouch 57mm,45758871,Multiple-piece urostomy bag
4438,Surg Bra (좌) Small,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4439,Surg Bra(우) Large,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4440,Surg Bra(우) Medium,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4441,Surg Bra(우) Small,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4442,Surg Bra(좌) Large,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4443,Surg Bra(좌) Mideum,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4444,SURGI BRA LARGE LT,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4445,SURGI BRA LARGE RT,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4446,SURGI BRA MEDIUM LT,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4447,SURGI BRA MEDIUM RT,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4448,SURGI BRA SMALL LT,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4449,SURGI BRA SMALL RT,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4450,SURGI BRA XL LT,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4451,SURGI BRA XL RT,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4452,SURGI BRA(양쪽형) L-b,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4453,SURGI BRA(양쪽형) M-b,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4454,SURGI BRA(양쪽형) S-b,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4455,SURGI BRA(양쪽형) XL-b,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4456,SURGI BRA(양쪽형) XXL-b,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
4457,SURGI CLIP   IIM-11.5,45768017,Ligation clip
4458,SURGI CLIP   S-9.0,45768017,Ligation clip
4459,SURGI CLIP L-13.0,45768017,Ligation clip
4460,SURGI CLIP M-9.75,45768017,Ligation clip
4461,SURGI WRAP LARGE,2615775,Adhesion barrier
4462,SURGI WRAP MEDIUM,2615775,Adhesion barrier
4463,SURGI WRAP SMALL,2615775,Adhesion barrier
4464,Surgifit 3/0 AV317,45758561,Polyglycolic acid suture
4465,Surgifit 3/0 AV325,45758561,Polyglycolic acid suture
4466,Surgifit 4/0 AV428,45758561,Polyglycolic acid suture
4467,Surgifit 4/0 AV4391,45758561,Polyglycolic acid suture
4468,SURGIFIT 4/0-AV428,45758561,Polyglycolic acid suture
4469,Surgifit 5/0 AV5261,45758561,Polyglycolic acid suture
4470,Surgifit 5/0 AW517P,45758561,Polyglycolic acid suture
4471,Surgifit 6/0 AW617P,45758561,Polyglycolic acid suture
4472,Surgifit AW304P,45758561,Polyglycolic acid suture
4473,Surgifit AW426P,45758561,Polyglycolic acid suture
4474,SURGIFIX #0.5,4271310,Tubular bandage
4475,SURGIFIX #1,4271310,Tubular bandage
4476,SURGIFIX #2,4271310,Tubular bandage
4477,SURGIFIX #3,4271310,Tubular bandage
4478,SURGIFIX #4,4271310,Tubular bandage
4479,SURGIFIX #5,4313938,Elastic bandage
4480,SURGIFIX #6,4271310,Tubular bandage
4481,SURGIFIX #7,4271310,Tubular bandage
4482,SURGIFIX-#0~4,4271310,Tubular bandage
4483,SURGIFIX-#5-5.5,4313938,Elastic bandage
4484,SURGIFIX-#6~8,4271310,Tubular bandage
4485,SURGILENE 5-0   3623-21,45758561,Polyglycolic acid suture
4486,SURGIPRO 2/0 VP523 ,4105229,Polypropylene suture
4487,SURGIPRO 4/0 VP521X,4262269,Sterile polypropylene monofilament suture
4488,SURGIPRO 4/0 VP557X,4262269,Sterile polypropylene monofilament suture
4489,SURGIPRO 4/0 VP582X,4262269,Sterile polypropylene monofilament suture
4490,SURGIPRO 4/0 VP761X,4262269,Sterile polypropylene monofilament suture
4491,Surgipro 4/0 VP-761X,4262269,Sterile polypropylene monofilament suture
4492,Surgipro 5/0 VP556,4105229,Polypropylene suture
4493,SURGIPRO 5/0 VP556X,4105229,Polypropylene suture
4494,SURGIPRO 5/0 VP710X,4105229,Polypropylene suture
4495,SURGIPRO 6/0 VP73,4105229,Polypropylene suture
4496,SURGIPRO 6/0 VP76,4105229,Polypropylene suture
4497,Surgipro 6/0 VP-76X,4105229,Polypropylene suture
4498,Surgipro 7/0 VP-630X,4105229,Polypropylene suture
4499,SURGIPRO 7/0 VP72,4105229,Polypropylene suture
4500,SURGIPRO 7/0 VP735X,4105229,Polypropylene suture
4501,SURGIPRO 8/0 VP900,4262269,Sterile polypropylene monofilament suture
4502,Surgipro 8/0 VP-900X,4262269,Sterile polypropylene monofilament suture
4503,SURGIPRO 8/0 VP902X,4262269,Sterile polypropylene monofilament suture
4504,SURGIPRO II 4/0 VP-521X,4262269,Sterile polypropylene monofilament suture
4505,SURGIPRO II 4/0 VP-557X,4262269,Sterile polypropylene monofilament suture
4506,SURGIPRO II 5/0 VP-705X,4105229,Polypropylene suture
4507,SURGIPRO II 5/0 VP-710X,4105229,Polypropylene suture
4508,SURGIPRO II 6/0 VP-73X,4105229,Polypropylene suture
4509,SURGIPRO II 7/0 VP-735X,4105229,Polypropylene suture
4510,SURGISEAL TOPICAL SKIN ADHESIVE,4122789,Surgical adhesive
4511,SURGISEAL TOPICAL SKIN ADHESIVE 0.35ML/EA,4122789,Surgical adhesive
4512,SURGISIS BIODESIGN DURAL GRAFT 7CMX10CM,4104097,Dural substitute
4513,SURGISIS BIODESIGN DURAL GRAFT 7X20CM,4104097,Dural substitute
4514,SURGISIS DURAL GRAFT 7*10,4104097,Dural substitute
4515,SURGISIS DURAL GRAFT 7*20,4104097,Dural substitute
4516,SURGISORB 1 SV114,45758561,Polyglycolic acid suture
4517,SURGISORB 1/0 SV015,45758561,Polyglycolic acid suture
4518,SURGISORB 2/0 SV21M,45758561,Polyglycolic acid suture
4519,SURGISORB 3-0 SV318,45758561,Polyglycolic acid suture
4520,SURGISORB 4-0 SV413,45758561,Polyglycolic acid suture
4521,SURGISORB 5-0 SU511,45758561,Polyglycolic acid suture
4522,SURGISORB 5-0 SU531,45758561,Polyglycolic acid suture
4523,SURGITRACTOR,45764864,Externally-anchored laparoscopic retractor
4524,SURGITRACTOR LARGE,45764864,Externally-anchored laparoscopic retractor
4525,SURGITRACTOR MEDIUM & COVER,45764864,Externally-anchored laparoscopic retractor
4526,SURGITRACTOR SMALL,45764864,Externally-anchored laparoscopic retractor
4527,SURGI-WRAP 0.05MM 100*130MM,2615775,Adhesion barrier
4528,SURGI-WRAP 0.05MM(130*200MM),2615775,Adhesion barrier
4529,SUTURE ANCHOR FASTAK,45759990,Surgical binding material anchor
4530,SUTURE ANCHOR FASTAK(ARTHREX),45759990,Surgical binding material anchor
4531,SUTURE ETHIBOND,4105230,Polyester suture
4532,SUTURE ETHIBOND 2/0 W10B54,4105230,Polyester suture
4533,SUTURE ETHILON (NYLON),45758903,"Nylon suture, monofilament"
4534,SUTURE ETHILON (NYLON) 6/0 W507,45758903,"Nylon suture, monofilament"
4535,SUTURE ETHILON 5/0 W526,45758903,"Nylon suture, monofilament"
4536,SUTURE ETHILON(NYLON) 3/0 W320,45758903,"Nylon suture, monofilament"
4537,Suture Lap Loop,45762077,Endotherapy ligature loop
4538,SUTURE MERSILK,4048532,Silk suture
4539,SUTURE MERSILK 2/0-C012D,4048532,Silk suture
4540,SUTURE MERSILK 3/0 W212,4048532,Silk suture
4541,SUTURE MERSILK 3/0-017T,4048532,Silk suture
4542,SUTURE MERSILK 3/0-C003D,4048532,Silk suture
4543,SUTURE MERSILK 3/0-C013D,4048532,Silk suture
4544,SUTURE MERSILK 3/0-C053D,4048532,Silk suture
4545,SUTURE MERSILK 4/0 - W582,4048532,Silk suture
4546,SUTURE MERSILK 4/0-C004D,4048532,Silk suture
4547,SUTURE MERSILK 4/0-C054D,4048532,Silk suture
4548,SUTURE POLYPROPYLENE 6/0-P612S,4262269,Sterile polypropylene monofilament suture
4549,SUTURE POLYPROPYLENE 7/0-P712S,4262269,Sterile polypropylene monofilament suture
4550,SUTURE PROLENE,4105229,Polypropylene suture
4551,SUTURE PROLENE 7/0 W8304,4105229,Polypropylene suture
4552,Suture Wire,4296155,Stainless steel wire suture
4553,"SUTURE WIRE 16G(0.048""*3M)",4296155,Stainless steel wire suture
4554,"SUTURE WIRE 18G(0.038""*4.9M)",4296155,Stainless steel wire suture
4555,"SUTURE WIRE 19G(0.034""*6M)",4296155,Stainless steel wire suture
4556,"SUTURE WIRE 21G(0.03""*7.9M)",4296155,Stainless steel wire suture
4557,"SUTURE WIRE 23G(0.022""*14.6M)",4296155,Stainless steel wire suture
4558,"SUTURE WIRE 25G(0.018""*21.8M)",4296155,Stainless steel wire suture
4559,"SUTURE WIRE 27G(0.015""*31.4M)",4296155,Stainless steel wire suture
4560,"SUTURE WIRE 28G(0.0125""*45M)",4296155,Stainless steel wire suture
4561,"SUTURE WIRE 33G(0.007""*144M)",4296155,Stainless steel wire suture
4562,SUTURE WIRE(191-38)(처방:10CM X 실사용량 단위로 입력),4296155,Stainless steel wire suture
4563,SUTURE WIRE(191-48)(처방:10CM X 실사용량 단위로 입력),4296155,Stainless steel wire suture
4564,SV G/W 180CM 초과,4159813,Guide wire
4565,SV GUIDE WIRE,4159813,Guide wire
4566,SW SHEATH,45761573,Catheter introducer
4567,Swan-Ganz Cath Introducer,45761573,Catheter introducer
4568,SWANGANZ CATHETER   5FR ,4197924,"Swan-Ganz catheter, device"
4569,SWANGANZ CATHETER   7FR,4197924,"Swan-Ganz catheter, device"
4570,Swan-Ganz CCOmbo SV02 Catheter,4262295,Pulmonary artery catheter
4571,SWANGANZ INTRODUCER   6FR ,45761573,Catheter introducer
4572,SWANGANZ INTRODUCER   7FR,45761573,Catheter introducer
4573,SWANGANZ INTRODUCER   8FR,45761573,Catheter introducer
4574,SWANGANZ INTRODUCER 8.5FR,45761573,Catheter introducer
4575,Swanneck Catheter Coil형,40487896,Tenckhoff catheter
4576,Swwanneck Catheter Coil,40487896,Tenckhoff catheter
4577,SYNAPSE SCREW SET,45761303,Bone-screw internal spinal fixation system
4578,SYNERGY BALLOON CATH MIDDLE,4124393,Balloon dilatation catheter
4579,SYNERGY BALLOON DILATATION CATHETER(6~12MM),4124393,Balloon dilatation catheter
4580,SYNPOR TITANIUM RESINFORCED FAN PLATE,45761346,Cranioplasty sheet
4581,"SYNTEL VASCULAR CATHETER, REGULAR TIP (3~7Fr)",45770943,Embolectomy/thrombectomy catheter
4582,SYVEK EXCEL,4219052,Hemostat
4583,SYVEK NT,4219052,Hemostat
4584,SYVEK NT/EXCEL,4219052,Hemostat
4585,T.P.N BAG   ,2615474,"Parenteral nutrition supply kit; premix, per day"
4586,T.P.N FILTER 0.2 MICRON,4023557,Filter
4587,TA CARTILAGE   30-3.5,45765046,"Open-surgery manual linear stapler, single-use"
4588,TA CARTILAGE   30-4.8,45765046,"Open-surgery manual linear stapler, single-use"
4589,TA CARTILAGE   30-V3,45765046,"Open-surgery manual linear stapler, single-use"
4590,TA CARTILAGE   60-3.5,45765046,"Open-surgery manual linear stapler, single-use"
4591,TA CARTILAGE   60-4.8,45765046,"Open-surgery manual linear stapler, single-use"
4592,TA CARTILAGE   90-3.5,45765046,"Open-surgery manual linear stapler, single-use"
4593,TA CARTILAGE 45-3.5,45765046,"Open-surgery manual linear stapler, single-use"
4594,TA INSTRUMENT CARTILAGE   55-3.5,45765046,"Open-surgery manual linear stapler, single-use"
4595,TA INSTRUMENT CARTILAGE   55-4.8,45765046,"Open-surgery manual linear stapler, single-use"
4596,TA INSTRUMENT CARTILAGE   90-3.5,45765046,"Open-surgery manual linear stapler, single-use"
4597,TA PREMIUM DLU CARTILAGE 30-3.5(015427),45765046,"Open-surgery manual linear stapler, single-use"
4598,TA PREMIUM DLU CARTILAGE 30-4.8(015433),45765046,"Open-surgery manual linear stapler, single-use"
4599,TA PREMIUM DLU CARTILAGE 30-V3,45765046,"Open-surgery manual linear stapler, single-use"
4600,TA STAPLER   30-3.5,45765046,"Open-surgery manual linear stapler, single-use"
4601,TA STAPLER   30-4.8,45765046,"Open-surgery manual linear stapler, single-use"
4602,TA STAPLER   30-V3,45765046,"Open-surgery manual linear stapler, single-use"
4603,TA STAPLER   60-3.5,45765046,"Open-surgery manual linear stapler, single-use"
4604,TA STAPLER   90-3.5,45765046,"Open-surgery manual linear stapler, single-use"
4605,TA STAPLER 60-4.8,45765046,"Open-surgery manual linear stapler, single-use"
4606,TAL-PALINDROME DUALUMEN CATHETER,40482049,Tunneled central venous catheter
4607,TAPERED-SHAFT PUNCTUM PLUG 5MM(SUPER-FLEX),45763309,Lacrimal punctum plug
4608,TAPERED-SHAFT PUNCTUM PLUG 6MM(SUPER-FLEX),45763309,Lacrimal punctum plug
4609,TAPERED-SHAFT PUNCTUM PLUG 7MM(SUPER-FLEX),45763309,Lacrimal punctum plug
4610,TAPERED-SHAFT PUNCTUM PLUG 8MM(SUPER-FLEX),45763309,Lacrimal punctum plug
4611,TAPERGUARD E-TUBE CUFFED 5.0,4331031,Endotracheal tube cuff
4612,TAPERGUARD E-TUBE CUFFED 5.5,4331031,Endotracheal tube cuff
4613,TAPERGUARD E-TUBE CUFFED 6.0,4331031,Endotracheal tube cuff
4614,TAPERGUARD E-TUBE CUFFED 6.5,4331031,Endotracheal tube cuff
4615,TAPERGUARD E-TUBE CUFFED 7.0,4331031,Endotracheal tube cuff
4616,TAPERGUARD E-TUBE CUFFED 7.5,4331031,Endotracheal tube cuff
4617,TAPERGUARD E-TUBE CUFFED 8.0,4331031,Endotracheal tube cuff
4618,TAPERGUARD E-TUBE CUFFED 8.5,4331031,Endotracheal tube cuff
4619,TARGET DETACHABLE COILS,45767450,Neurovascular embolization coil
4620,TAXUS EXPRESS STENT,45772824,Drug-eluting coronary artery stent
4621,TAXUS LIBERTE CORONARY STENT,45772824,Drug-eluting coronary artery stent
4622,TAXUS LIBERTE MONORAIL STENT,45772824,Drug-eluting coronary artery stent
4623,TAZUNA PTCA DILATATION CATHETER,45768093,Coronary angioplasty balloon catheter
4624,TECNIS MONOFOCAL INTRAOCULAR LENS ZA9003,4208975,Intraocular lens implant
4625,TECNIS PRELOADED ASPHERIC IOL-PCB00,4208975,Intraocular lens implant
4626,TECNIS TM 1-PIECE ACRYLIC POSTERIOR CHAMBER INTRAO,4208975,Intraocular lens implant
4627,TECNIS TM 1-PIECE ACRYLIC POSTERIOR CHAMBER IOL,4208975,Intraocular lens implant
4628,TEFLON CATHETER T-5.0-35-80-VAD2,45771910,"Angiographic catheter, single-use"
4629,TEFLON CATHETER T-9.0-65-45-M-NS-TJC,45771910,"Angiographic catheter, single-use"
4630,TEFLON COATED G/W (T-J TIP)   0.28,4159813,Guide wire
4631,TEFLON COATED G/W (T-J TIP)   0.32,4159813,Guide wire
4632,TEFLON COATED G/W (T-J TIP)   0.35,4159813,Guide wire
4633,TEFLON COATED G/W (T-J TIP)   0.38,4159813,Guide wire
4634,TEFLON COATED G/W(FLEXIBLE TIP) 0.18 60CM,4159813,Guide wire
4635,TEFLON COATED G/W(FLEXIBLE TIP) 0.28 145CM,4159813,Guide wire
4636,TEFLON COATED G/W(FLEXIBLE TIP) 0.32 145CM,4159813,Guide wire
4637,TEFLON COATED G/W(FLEXIBLE TIP) 0.35 145CM,4159813,Guide wire
4638,TEFLON COATED G/W(FLEXIBLE TIP) 0.38 145CM,4159813,Guide wire
4639,TEFLON COATED G/W(FLEXIBLE TIP) 0.43 145CM,4159813,Guide wire
4640,TEFLON COATED MOVABLE T-J TIP G/W 035,4159813,Guide wire
4641,TEFLON COATED MOVABLE T-J TIP G/W 038,4159813,Guide wire
4642,"Teflon Felt (019306) 6""*6""",4105232,Polytetrafluoroethylene sheet
4643,TEGADERM + PAD(5X7CM)-3582,4229930,Wound management dressing
4644,TEGADERM + PAD(9X15CM)-3589,4229930,Wound management dressing
4645,TEGADERM + PAD(9X20CM)-3590,4229930,Wound management dressing
4646,Tegaderm 10*12cm,2615155,"Transparent film, sterile, more than 48 sq. in., each dressing"
4647,TEGADERM 10CM X 12CM,2615155,"Transparent film, sterile, more than 48 sq. in., each dressing"
4648,Tegaderm 6*7cm,2615154,"Transparent film, sterile, more than 16 sq. in. but less than or equal to 48 sq. in., each dressing"
4649,TEGADERM 6CM X 7CM,2615154,"Transparent film, sterile, more than 16 sq. in. but less than or equal to 48 sq. in., each dressing"
4650,TEGADERM FOAM DRESSING(ADHESIVE) 10*11CM(6*7.6CM),4224205,Polyurethane foam sterile film dressing
4651,TEGADERM FOAM DRESSING(ADHESIVE) 8*8CM(5*5CM),4224205,Polyurethane foam sterile film dressing
4652,TEGADERM FOAM DRESSING(ADHESIVE)14.3*15.6CM(10*11CM),4224205,Polyurethane foam sterile film dressing
4653,TEGADERM I.V 1633/7*8.5CM,40489931,Catheter stabilization device
4654,TEGADERM I.V 1655/8.9*11.5CM,40489931,Catheter stabilization device
4655,TEGADERM I.V. 1610,40489931,Catheter stabilization device
4656,TEGADERM I.V. 1633,40489931,Catheter stabilization device
4657,TEGADERM I.V. 1655,40489931,Catheter stabilization device
4658,Tegaderm+pad (6x10cm) - 3584,4229930,Wound management dressing
4659,Tegaderm+pad (9x10cm) - 3586,4229930,Wound management dressing
4660,TEMPO UNIVERSAL FLUSH CATHETER,45771910,"Angiographic catheter, single-use"
4661,TEMPORARY CARDIAC PACING WIRE 3-0 FEP13,45764319,Temporary cardiac pacing catheter
4662,TEMPORARY CARDIAC PACING WIRE 3-0 FEP15,45764319,Temporary cardiac pacing catheter
