localcodename,concept_id,CONCEPT_NAME
TBII,4178807,Endocrine radiologic studies
Tissue Expander Insertion L,4323157,Plastic repair by z plasty
TMD Splint/Stabilizing-Complex,4071010,Splinting of teeth
TMJ Intra-articular Injection-Blind,2005951,Arthrocentesis
TRACTION,4280205,Traction
Treatment Planning(B),4036254,Radiotherapy planning using a simulator
TRH(60MIN),4178807,Endocrine radiologic studies
Vac-Lock B(대),40756993,"Multi-leaf collimator (MLC) device(s) for intensity modulated radiation therapy (IMRT), design and construction per IMRT plan"
Vessel Ligation (by Laparotomy),4234382,Ligation of blood vessel
"외부병원CT판독료(Low Extremity,3D)",2211495,"Computed tomography, lower extremity; with contrast material(s)"
운동재활 신장분사치료(경증),4160168,Physiatric stretching of muscle
"BT U/Extremity Doppler,Vein(CS)",4306147,Diagnostic Doppler ultrasonography
carotid angio CT,4196152,CT of neck with contrast
Choledocotomy,4193791,Choledocholithotomy
Doppler Other,4306147,Diagnostic Doppler ultrasonography
EMG(경부 또는 요부)(NEUR),2007526,Electromyography
"FISH,CEP8",4142271,Fluorescence in situ hybridization
GYN simple US,46271868,Ultrasonography of thoracic outlet
Inlay remake / simple,2001122,Restoration of tooth by filling
Pictorial test,4220962,Figure drawing test
Reconstruction of Nasal Septum,2106257,"Septoplasty or submucous resection, with or without cartilage scoring, contouring or replacement with graft"
"REMOVAL,SOFT TISSUE TUMOR(MAL)",4157779,Excision of malignant neoplasm
RESIN INLAY CLASS 2급,2001122,Restoration of tooth by filling
Septal puncture+A.F ablation제술,45769227,Percutaneous transluminal ablation of pulmonary vein to left atrium conducting system
Short Arm Cast Bivalve,4171763,Cast removal
Short Arm Scotch Cast,4231924,Application of short arm cast
Transcutaneous PO2 Monitoring,2314049,Noninvasive ear or pulse oximetry for oxygen saturation; by continuous overnight monitoring (separate procedure)
U/S Brain Routine,2792048,Ultrasonography of Bilateral Kidneys
U/S Forearm,2792048,Ultrasonography of Bilateral Kidneys
U/S Obstetric,44514581,Ultrasound of abdomen
"(1범위)DEBRIDEMENT & SUTURE,FACE OR NECK,1.5~3.0CM미만",4057680,Debridement and suture
"(CLAVICLE,PATELLA)",2103733,"Open treatment of clavicular fracture, includes internal fixation, when performed"
18F FP-CIT PET(Brain),4083103,PET brain study
각성 & 수면뇌파(디지털),4088246,Sleep electroencephalogram
경막외신경차단술-일회성차단(천추),4110978,Local anesthetic lumbar epidural block
관상동맥우회술시 혈류량측정(재료 2개이상 사용),4306147,Diagnostic Doppler ultrasonography
"농축적혈구, 전혈 400ml",2720527,"Red blood cells, each unit"
외안부 Polaroid 사진촬영,2007826,Fundus photography
음성치료,2007658,Other speech training and therapy
인지재활치료,44804575,Parent education about child health
"정밀초음파(쌍태아,재진)",4306147,Diagnostic Doppler ultrasonography
증상 및 행동 평가 척도(기타)-아동행동검사,40492724,Assessment using psychotic symptom rating scale
질강처치,42873031,Inspection of vagina using vaginal speculum
혈소판페레시스 보관용(박스터),2720533,"Platelets, pheresis, each unit"
ACL Repair & Augmentation,4343674,Reconstruction of anterior cruciate ligament of knee joint
Ambulatory 24hrs BP monitoring(1일당),2313968,"Ambulatory blood pressure monitoring, utilizing a system such as magnetic tape and/or computer disk, for 24 hours or longer; recording only"
Anti-GAD,4147963,Immunization status screening
"B18-Operation of Periapical Cyst, 1 Crown",42873016,Enucleation of radicular cyst of lower jaw
BDI,40489350,Assessment using Beck depression inventory
"BRAIN SPECT(Rest,Drug,2DAY)",2212017,"Brain imaging, tomographic (SPECT)"
Bronchoscopy (Diagnostic),4206027,Bronchoscopy with biopsy
Cardiac Compression,2313789,"Cardiopulmonary resuscitation (eg, in cardiac arrest)"
change of cystostomy tube,2109733,Change of cystostomy tube; simple
"Chemoport Insertion(기타,정맥포트법)",4234457,Replacement of tunneled centrally inserted central venous catheter
Congenital Perauticular Fistulec.Bot,4059759,"Excision of congenital preauricular cyst, fistula or sinus"
CONTROL OF EPISTAXIS,2001007,Control of epistaxis by cauterization (and packing)
Curettage,4057680,Debridement and suture
Dilatation and Evacuation (D & E),2110316,Cesarean delivery only
EVD Change,2110416,"Burr hole(s) or trephine, infratentorial, unilateral or bilateral"
EXTERNAL RADIOTHERAPY 4 PORTAL,4141448,Teleradiotherapy procedure
F-18 FDG 양전자단층촬영-토르소 (뫼부병원판독),4305790,Positron emission tomography
FAMILY THERAPY(GROUP),4173581,Extended family therapy
Feasure Sealing(1치당),4126456,Fissure seal tooth
GI bleeding lavage(1일당),40757044,"Gastric intubation and aspiration(s) therapeutic, necessitating physician's skill (eg, for gastrointestinal hemorrhage), including lavage if performed"
Hegar dilatation,2003879,Dilation of urethra
HEMODIALYSIS(ACUTE),2002282,Hemodialysis
H-Reflex NCV,4098792,H-reflex studies
I-131 치료(100mci),4059831,Internal radiotherapy - unsealed source
Incision of Chalazion,2111096,Excision of chalazion; single
"Incision of Gingival Abscess, Pericoronal Abscess",4014089,"Gingival curettage, surgical, per quadrant"
Incision of Mouth Floor Abscess,4227570,Incision of floor of mouth
Jejunostomy(Tube),2109019,"Tube or needle catheter jejunostomy for enteral alimentation, intraoperative, any method (List separately in addition to primary procedure)"
"Laser Surgery, Glaucoma (Bilateral)",4146072,Photocoagulation of ciliary body
Limited CD(Limited Carotid Doppler),4306147,Diagnostic Doppler ultrasonography
"Lumbasacral MRI(보험,조영제무)",4082841,MRI of lumbar spine
"Lymphangioma Cervical Excision, Localized",40481912,Excision of sentinel lymph node
MAXILLARY N.B,4140397,Local anesthetic nerve block
Muscle/Nerve(carpal tunnel),4306147,Diagnostic Doppler ultrasonography
Nasopharynx Examination,2001252,Pharyngoscopy
OB US DR,40488298,Ultrasonography in first trimester
"OCT(초진녹내장,양안)",4144452,Optical coherence tomography of eye region
Opeculectomy of Pericoromitis,2108697,"Operculectomy, excision pericoronal tissues"
"Open Reduction of Fracture, Patella",2105720,"Open treatment of tarsal bone fracture (except talus and calcaneus), includes internal fixation, when performed, each"
PET Read Outside film(뇌),4327565,Positron emission tomography imaging of fluorodeoxyglucose metabolism of brain
"pin remove.tib orfib,ul or rad",4314005,Removal of internal fixation device of fibula
Primary Closure of Cornea,4004030,Cornea closure
Release of Hamstring muscle,4072048,Reconstruction of tendon sheath
"Removal of Fixation Device,대퇴부위,간단한 Pin 제거",2102932,"Removal of implant; superficial (eg, buried wire, pin or rod) (separate procedure)"
"Removal of Fixation Device,Forearm(Radius or Ulnar)",4218085,Removal of internal fixation device of ulna
"Removal of Implant for I/F (Humerus,scapula)",4307369,Removal of internal fixation device from scapula
Removal of Parotid Tumor(Benign) L,2108767,"Excision of parotid tumor or parotid gland; lateral lobe, without nerve dissection"
RemovalVocal nodule or polyp,4242117,Excision of laryngeal polyp
Renal Transplantation,4322471,Transplant of kidney
Resin-Cement Core / Moderate,4126597,Post core preparation of tooth
RESUSCITATION OF NEWBORN,4298292,Resuscitation of neonate
"S16-Reconstruction of Orbital Fracture,Open,Blow-out골절",4072247,Reduction of blow-out fracture of orbital floor
S17-O/R of Zygomatic Bone B,4279632,Open reduction of fracture of zygoma or zygomatic arch
S1-Excision of Loose body (knee),4027004,Excision of joint
"S5-Transplantation of Muscle and Tendon, Green Bank OP",4072048,Reconstruction of tendon sheath
"S5-Transplantation of Muscle and Tendon, Green Bank OP",4343908,Ligament reconstruction
"S5-Transplantation of Muscle and Tendon, Tendon Transfer",4343908,Ligament reconstruction
"S6-Partial Laminectomy, Cervical",40483740,Cervical laminectomy
Saphenous Nerve Block,4336456,Local anesthetic femoral nerve block
"Splenectomy,Total",4248215,Repair of spleen
Steroid sulfatase Deficiency(FISH),4142271,Fluorescence in situ hybridization
TAH&without Lymphadenectomy-simple,2004486,Other and unspecified hysterectomy
TCD dizziness & continuous BP monitoring,4306147,Diagnostic Doppler ultrasonography
Thrombectomy using aspiration device(intracranial),4085113,Percutaneous thrombolysis
"Thyroidectomy Subtotal,Unilateral",44508167,Subtotal thyroidectomy
THYROIDECTOMY TOTAL BILATERAL,2000273,Complete thyroidectomy
"Total Hysterectomy,유착박리동반",2004486,Other and unspecified hysterectomy
Transplant abd.sono,2211741,"Ultrasound, abdominal, real time with image documentation; limited (eg, single organ, quadrant, follow-up)"
"Ultrasonogram Guided Needle Biopsy, Liver",4306147,Diagnostic Doppler ultrasonography
"Ventilation Tube Insertion, Myringotomy",4107670,Myringotomy and insertion of tympanic ventilation tube
Ventilator(3 -8시간),4230167,Artificial respiration
Ventilator(30분 - 1시간),4230167,Artificial respiration
(편측)대복제 정맥+소복제정맥(레이저정맥폐쇄술),40492036,Endovenous laser ablation of varicose vein
급속항온주입(1회당),4204138,Warming subject using infusion of warm intravenous fluid
"뇌종양,뇌혈관개두술마취(1시간초과)",4086417,Maintenance of general anesthesia
단순소파생검,2110169,"Endometrial sampling (biopsy) with or without endocervical sampling (biopsy), without cervical dilation, any method (separate procedure)"
"외부병원CT판독료(Brain,조영제사용)",2211328,"Computed tomography, head or brain; with contrast material(s)"
집중면역치료주사처치료 B,4057262,Hyposensitization to allergens
초음파검사-두경부-경부,4082510,Ultrasonography of head and neck
치과전달마취(안와하신경블록),4333299,Local anesthetic infraorbital nerve block
태아심음자궁수축검사[1일당],4249293,Uterine contraction monitor maintenance
폐기능검사(Routine Spirometry),44509510,Spirometry
"피부단자시험 59 종 (Pric test, ENT)",4205590,Skin test
"피부단자시험(Pric test, ENT)",4205590,Skin test
AVF Vascular doppler(편측)(신장내과),4306147,Diagnostic Doppler ultrasonography
BRAIN DIFFUSION(비급여),4260263,Diffusion weighted magnetic resonance imaging
CD f/u,4306147,Diagnostic Doppler ultrasonography
Cold Pack,4148273,Heat therapy
DILATION USING FILIFORM,4343110,Dilatation of urethra using filiform and follow-on soft bougies
Doppler other(경동맥 screening),4306147,Diagnostic Doppler ultrasonography
Endoscopic Lacrimal stent insertion,4196633,Catheterization of nasolacrimal duct
FINGER TOE,2006268,Revision of amputation stump
Long Arm Cast Repair,4234781,Application of long arm cast
Long Leg Cast Bivalve,4171763,Cast removal
"MR Read Out, Difusion",4260263,Diffusion weighted magnetic resonance imaging
"NCV,Motor N.(상지,편측)(NEUR)",4102082,Motor nerve conduction studies
OBGYN U/S B,46271868,Ultrasonography of thoracic outlet
Off pump CABG(Complex),4020216,Revision of bypass for coronary artery
"Photochemotherapy, 36% 범위",4178480,Combined photochemotherapy and ultraviolet A light therapy to skin
Placement of central venous cath others with fluor,40756786,Central venous catheter placement with guidance
RECURETTAGE OF EXTRACTED SOCKE,4208393,Tooth extraction
Release of S.C c Local Flap(화상치료목적),4073110,Flap operation to relax contracture of skin
Removal of Soft Tissue Malignant Tumor,4157779,Excision of malignant neoplasm
Short Arm Cast Bivalve,4231924,Application of short arm cast
U/S screening (Breast),2792048,Ultrasonography of Bilateral Kidneys
U/S Spleen,44514581,Ultrasound of abdomen
Urethral Pressure Profile,2007021,Urethral pressure profile [UPP]
Velpeau Bandage Repair,4083544,Repair of cast brace
"(1범위)INCISION & DRAINAGE, OTHER, 2CM이상",4147894,Incision
"(2범위)SIMPLE SUTURE, OTHERS, 5.0CM이상",4088727,Closure by suture
24hr manometry (2),2313613,"Esophagus, gastroesophageal reflux test; with nasal catheter pH electrode(s) placement, recording, analysis and interpretation"
6분 보행검사(6-Minute walk test),2314049,Noninvasive ear or pulse oximetry for oxygen saturation; by continuous overnight monitoring (separate procedure)
각성뇌파(디지털)(18채널이상),4181917,Electroencephalogram
내시경하상악동비내수술,4277906,Nasal endoscopy with maxillary antrostomy
내시경하하비갑개점막하절제술,40492803,Endoscopic sphenoidectomy with turbinectomy
뇌 PET(보험),4327565,Positron emission tomography imaging of fluorodeoxyglucose metabolism of brain
동맥경화도측정,4217197,"Biofeedback, pulse wave velocity"
소장내시경 A,4143985,Capsule endoscopy
수면 CE-EUS((조영),4306147,Diagnostic Doppler ultrasonography
심박변이도(HRV)(URO),4251594,Stress control assessment
입원중 I-131 Wholebody scan,4346952,Whole body radioiodine I131 study
자궁경부 착공생검,4197926,Punch biopsy of cervix
좌골신경 Block *0.5,4200837,Injection of anesthetic agent into sciatic nerve
지속적 경막외차단(카테타삽입 익일이후),4194195,"Epidural injection of anesthetic substance, therapeutic, caudal, continuous"
척추수술중 신경생리추적검사(2종),43528024,"Continuous intraoperative neurophysiology monitoring in the operating room, one on one monitoring requiring personal attendance, each 15 minutes (List separately in addition to code for primary procedure)"
"체외충격파쇄석술(5회초과10회까지,1회당)",2109635,"Lithotripsy, extracorporeal shock wave"
초음파 수기료(동맥 카테터 삽입 보조),4306147,Diagnostic Doppler ultrasonography
"초음파(간단 신경차단,신경자극기 비사용)",4306147,Diagnostic Doppler ultrasonography
하지(양) NCV,43528016,Nerve conduction studies; 1-2 studies
ACTH(120MIN),4178807,Endocrine radiologic studies
ANTERIOR TOOTH,2001118,Extraction of other tooth
Aseptic Dressing,4080499,Dressing of wound
Athrocentesis (Unilateral),4127481,Cervical puncture
Biceps Tenodesis,4072048,Reconstruction of tendon sheath
"C/R c Internal Fixation,Carpal,Tarsal bone,Clavicle,Patella",2104301,"Open treatment of carpal bone fracture (other than carpal scaphoid [navicular]), each bone"
Calibration of Rectum,2313627,Anorectal manometry
Cast-Post Base / Complex,4126597,Post core preparation of tooth
Cast-Post Precious / Complex,4126597,Post core preparation of tooth
"Cesarean Section (제1태아),반복",2110316,Cesarean delivery only
Closed Reduction of Dislocated Nasal Bone,2103233,Closed treatment of nasal bone fracture without manipulation
"Closed Reduction of Fracture, Humerus",4067547,Closed reduction of fracture of tibia
COLPORRHAPHY(POSTERIOR COLPORR,44512706,Posterior colporrhaphy NEC
"Contrast Enhanced USG, RFA",4306147,Diagnostic Doppler ultrasonography
Cylinder Scotch Cast,4268467,Application of long leg cast
Davinch H(550N),2000841,Endoscopic robotic assisted procedure
Debridement M,4057680,Debridement and suture
Decubitus Care (배부),4080499,Dressing of wound
Drug Rentention Enema,4294917,Enema administration management
E,4041850,Enucleation of corn
"E/F.tibia,humerus",40488932,External fixation of humerus
Endo Sono,4306147,Diagnostic Doppler ultrasonography
ENTROPION OP(Simple),2000375,Repair of entropion or ectropion by suture technique
FNAB,4266866,Superficial fine needle aspiration biopsy
"Free Flap, 안면외",4140257,Local myocutaneous flap
FUNDOSCOPY[양측],2000723,Ophthalmoscopy
HGH(180MIN),4178807,Endocrine radiologic studies
HRV 1회 + RSA 5회,4104824,Electroencephalographic biofeedback
I.O.R.T(A),44517126,High dose rate brachytherapy treatment
Impression Taking and Cast Construction,4093074,Cast dental model
Intraop Neuro Monitor 1hr(2종이상),43528024,"Continuous intraoperative neurophysiology monitoring in the operating room, one on one monitoring requiring personal attendance, each 15 minutes (List separately in addition to code for primary procedure)"
IOM(intraoperative moni.)-TCD,4306147,Diagnostic Doppler ultrasonography
"Lumbar or Sacral Plexus(척수신경총,신경근 및 신경",4145565,Local anesthetic block of nerve plexus
MITRAL VALVE,4203153,Replacement of mitral valve
Muscle/Nerve Ultrasound-guided Injection,4306147,Diagnostic Doppler ultrasonography
Neck Node Biopsy,4266866,Superficial fine needle aspiration biopsy
OB US ST2,4237338,Ultrasound scan for fetal anomaly
OPD Split-night Polysomnography,2314098,"Polysomnography; any age, sleep staging with 1-3 additional parameters of sleep, attended by a technologist"
PEG change,2002530,Percutaneous [endoscopic] gastrostomy [PEG]
PELVIS(GY) USG,4306147,Diagnostic Doppler ultrasonography
Polypectomy,4172203,Endoscopic endometrial polypectomy
"Position Change with Massage, Q2hrs",44802448,Prompting to change position
"Postoperative Treatment, Simple",42739584,Postoperative Management Only
PVA(1 level),2005924,Percutaneous vertebroplasty
Radical OP. of Malig. Thyroid Tumor,2110373,"Thyroidectomy, total or subtotal for malignancy; with radical neck dissection"
Removal of Corneal Foreign Body,4067028,Removal of foreign body from cornea
Removal of Corneal Mass,4224000,Transposition of pterygium
"Removal of Fixation Device, Patella,Tarsal",2103733,"Open treatment of clavicular fracture, includes internal fixation, when performed"
ROTARY CHAIR,4064324,Rotational test
"S4-Ostectomy, Obtaining Donor Bone",4236352,Excision of bone for graft
"S6-Anterior Spinal Fusion, Lumbar",2103512,"Arthrodesis, anterior interbody technique, including minimal discectomy to prepare interspace (other than for decompression); lumbar"
"S6-Anterior Spine Fusion, Lumbar Spine",2103512,"Arthrodesis, anterior interbody technique, including minimal discectomy to prepare interspace (other than for decompression); lumbar"
S6-Operation of Non-Union Spine,2103476,"Open treatment and/or reduction of vertebral fracture(s) and/or dislocation(s), posterior approach, 1 fractured vertebra or dislocated segment; each additional fractured vertebra or dislocated segment (List separately in addition to code for primary proce"
"S6-Posterior Lumbar Spine Fusion, with Instrument",2103518,"Arthrodesis, posterior or posterolateral technique, single level; lumbar (with lateral transverse technique, when performed)"
"S9-Removal of Brain Tumor,Infratentorial(Simple)",4304384,Removal of foreign body from sphenoid sinus
SHUNT OP(Ventriculo-other),4287375,Shunt of cerebral ventricle to extracranial site
Sigmoid Miniprobe EUS,4306147,Diagnostic Doppler ultrasonography
"Simple Dressing, 두부",4080499,Dressing of wound
SSR(RM),43528026,"Simultaneous, independent, quantitative measures of both parasympathetic function and sympathetic function, based on time-frequency analysis of heart rate variability concurrent with time-frequency analysis of continuous respiratory activity, with mean he"
Static Quantitative Perimetry(Bilateral),2007811,Visual field study
Supra oribital N.B(SONB),4140397,Local anesthetic nerve block
TCD Cerebral autoregulation(Thigh-cuff+Valsalva),4306147,Diagnostic Doppler ultrasonography
"Torso & Additional PET(성인,비급여)",4305790,Positron emission tomography
"Tracheal Clean up, Bid",4164516,Suction drainage
Tracheostomy tube change,4080499,Dressing of wound
Tubal ligation Laparoscopic,4298948,Ligation of fallopian tube
"US guided biopsy,aspiration",4306147,Diagnostic Doppler ultrasonography
USG(Joint-Simple),4306147,Diagnostic Doppler ultrasonography
VEP(Half Field),4271435,Visual evoked potential study
Video-안진검사(SVV),4246330,Electronystagmogram
Wire Splint,4070602,Wiring of teeth
"Wound Dressing, 우측상지",4080499,Dressing of wound
(비)늑간신경 Block *0.5,4332575,Local anesthetic intercostal nerve block
기호잇기검사(Trail making test),4145254,Neuropsychological testing
요골신경 Block(PAN),4336448,Brachial plexus block by axillary approach
정중신경 Block(PAN),4336448,Brachial plexus block by axillary approach
"Bone Densitomet(SPA,PDEXA,SXA)",44514619,Bone densitometry
crs del(수련의 수가),4124192,Fit bite raising appliance
Cyst Aspiration,4167412,Therapeutic aspiration - cyst
Dorsal scapular N.B,4226424,Injection of anesthetic agent into suprascapular nerve
FAMILY THERAPY(INDIVIDUAL),4197269,Family therapy
"FISH,B-ALL Panel",4142271,Fluorescence in situ hybridization
"FISH,CBFB(16q22)/MYH11(16P13)",4142271,Fluorescence in situ hybridization
"FISH,IGH/MALT1 t(14;18)",4142271,Fluorescence in situ hybridization
Foot print pressure measure(병사용),44807781,Gait analysis
GYN Ultrasonography,44514581,Ultrasound of abdomen
GYN Ultrasonography follow-up,44514581,Ultrasound of abdomen
Intubation Tube Insertion,4230167,Artificial respiration
L-C Resin Class V Moderate(Dr.),4100211,"Restoration, resin"
Motor Point Block(제1근육),4333844,Local anesthetic musculocutaneous nerve block
NERVE BLOCK,4226424,Injection of anesthetic agent into suprascapular nerve
PTI(그림지능검사),4217207,Intelligence test
"Removal of Soft Tissue Benign tumor,Subfascial or Intramuscular",4167978,Excision of lesion of soft tissue
RESIN CARIES 2,4100211,"Restoration, resin"
S17-Mandible Fracture(Open Reduction) A,43531082,Open reduction of fracture of mandible with fixation
Thoracic SPINE CT(3DIEMENSION),4086260,CT of spine
Tunnel or subcutaneous Implantation Method with Fl,4329775,Insertion of tunneled central venous catheter using fluoroscopic guidance
U/S Biliary,46271868,Ultrasonography of thoracic outlet
(응급실) 인공호흡(8시간 ~12시간 까지),4230167,Artificial respiration
(전공의)창상봉합술안면외단순1(근육),4125906,Suture open wound
(전공의)창상봉합술안면이외단순1범위2.5-5미만,4125906,Suture open wound
(전문의)창상봉합술안면단순1범위1.5미만,46233035,Suture of skin of head or neck
(전문의)창상봉합술안면외변연1범위2.5이상,4057680,Debridement and suture
가정간호 Simple Dressing,4080499,Dressing of wound
갑상선 스캔(I-131),4294170,Radionuclide thyroid imaging
"근골격계초음파,특수(재활)",4205771,Ultrasonography of soft tissue
기관지 유발검사 I,4102219,Provocative pupil block test
복수천자,42742539,Abdominal paracentesis (diagnostic or therapeutic); without imaging guidance
상지(양)+하지(양)EMG&NCV+구간,2314118,Needle electromyography; 1 extremity with or without related paraspinal areas
상지(편) EMG&NCV+구간,2314118,Needle electromyography; 1 extremity with or without related paraspinal areas
세기변조 방사선치료 [1회당],40480519,Intensity modulated radiation therapy
수면 Colonic Miniprobe EUS,4306147,Diagnostic Doppler ultrasonography
수면 EUS Recheck,4306147,Diagnostic Doppler ultrasonography
"심박출량 측정(삽입 익일부터,1일당),스완간즈카테터법",2313912,"Indicator dilution studies such as dye or thermodilution, including arterial and/or venous catheterization; subsequent measurement of cardiac output"
요소호기검사(헬리코박터감염),4064762,Helicobacter pylori breath test
진통중 태아 안녕 평가초음파(2)초회,4306147,Diagnostic Doppler ultrasonography
창상봉합술안면이외단순1범위2.5미,4125906,Suture open wound
초음파 수기료(고난이도 신경 차단 보조),4306147,Diagnostic Doppler ultrasonography
치매척도검사[CDR]-NR용,4012809,Dementia test
편측 무산동 안저촬영,2007826,Fundus photography
"Allergy Test, 복합 20종",4205590,Skin test
Anterior Segment Photography,2111019,"Unlisted procedure, anterior segment of eye"
APICOECTOMY(Posterior tooth),4237642,"Apicoectomy/periradicular surgery, molar"
Aspiration Cytology Under EUS(C45),4306147,Diagnostic Doppler ultrasonography
B18-Surgical Removal of Impacted Tooth,4120795,Surgical removal of impacted tooth
Body Stereotactic Radiotherapy 4회이내,2007489,Stereotactic radiosurgery
Brachail pressure비교검사,4306147,Diagnostic Doppler ultrasonography
Brain USG,4306147,Diagnostic Doppler ultrasonography
"Burn Dressing, 10-18%의 범위",4233678,Application of dressing for burn
CO2 monitoring,2314098,"Polysomnography; any age, sleep staging with 1-3 additional parameters of sleep, attended by a technologist"
COLPOSCOPY,4189586,Colposcopy
Cycloplegic Refraction after Atropinization,4288072,Cycloplegic refraction
Dilatation and Evacuation after Delivery,2110316,Cesarean delivery only
DM & Obesity Diet개인교육,44801894,Education in self management of diabetes
Duodenoscopic Biopsy,4294382,Esophagogastroduodenoscopy
Episiotomy and Repair,4280601,Repair of vagina
ESWL(6-10차),2109635,"Lithotripsy, extracorporeal shock wave"
Excision of Eyelid Tumor(Benign),2101986,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 0.5 cm or less"
"Excision of Skin Tumor, Benign, Simple,",4147588,Excision of lesion of skin
Excision of Torus((remove of mandi,4050718,Excision of lingual torus
FP-CIT PET(Brain) ,4327565,Positron emission tomography imaging of fluorodeoxyglucose metabolism of brain
General suction 1day,4164516,Suction drainage
Grid laser photocogulation,4195812,Panretinal photocoagulation
HAM-A(해밀톤 불안검사),44811925,Anxiety screening
Hip Ultrasound-guided Injection,4306147,Diagnostic Doppler ultrasonography
Hot Sitz Bath,4215155,Bathing patient in sitz bath
I&D후 Dressing,4080499,Dressing of wound
impacted tooth(complete),4058744,"Removal of impacted tooth, completely bony"
IMRT planning(제2회부터)[1회당],40480519,Intensity modulated radiation therapy
Incision of Hordeolum,4197960,Incision of hordeolum
Individual Analytic Psychotherapy,4088889,Individual psychotherapy
intramuscular Benign Tumor,4167978,Excision of lesion of soft tissue
INTRAOPERATIVE USG,4306147,Diagnostic Doppler ultrasonography
LCL Repair & Augmentation,4346964,Reconstruction of posterior cruciate ligament of knee joint
LIGATION PROCEDURE,4019226,Ligation of patent ductus arteriosus
Lymphoscintigraphy,4060609,Radioisotope scan of lymphatic system
"Menisectomy, External or Internal",4263550,Chondrectomy of semilunar cartilage of knee
Mile's Operation c LND,4022910,"Miles operation, complete proctectomy"
"Neck Lymph Dissect(Both)Modifi Radical,타수술과동시실시",2002322,"Radical neck dissection, bilateral"
Otoacoustic Emission(spontaneous,4093113,Spontaneous oto-acoustic emission measurement
"Patch test-cosmetic series, 30건 이하의",44514153,Standard series patch testing of skin
PET Read Outside film(토르소),4305790,Positron emission tomography
PLATLET CONCENTRATE 400ML,2720525,"Platelets, each unit"
Position Change with Massage,44802448,Prompting to change position
"Reduction of Complete Luxated Tooth, Double",4070591,Replantation of tooth
"Reduction of Complete Luxated Tooth, Triple",4070591,Replantation of tooth
Removal of Laryngeal Tumor(BENIGN),4040924,Excision of benign neoplasm
Removal of Silicon Oil,2111025,Intravitreal injection of a pharmacologic agent (separate procedure)
removal of ureteral stent(cystoscopic),4021434,Cystoscopic removal of ureteric stent
"S12-Submucosal Resection, 골에 달하는것",2106257,"Septoplasty or submucous resection, with or without cartilage scoring, contouring or replacement with graft"
"S5-Tendon Grafting, Muscle/Tendon Transf",4072048,Reconstruction of tendon sheath
SEP(Tibial Nerve) 하지,2314140,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in lower limbs"
"Simple Dressing, 좌측상지",4080499,Dressing of wound
"Simple Pulsed RF Thermocoagulation,Sympathetic N(ui)",44514762,Percutaneous radiofrequency ablation of lesion of bone
Slit-Lamp Biomicroscopy,4163568,Slit lamp biomicroscopy
Slit-Lamp under Biomicroscopy,4187472,Rose bengal staining of eye
"Suture of Facial, 근육에 달하는 것",4125906,Suture open wound
T&T olfactometer,4091871,Olfaction test
TB. Node Dissection,4064257,Excision of regional lymph nodes
Thyroglobulin Ag,4149382,Endocrine/metabolic screening
TMD Splint/follow-up Management-Complex,4071010,Splinting of teeth
Torticollis Repair,2103381,"Division of sternocleidomastoid for torticollis, open operation; with cast application"
Transesophageal echocardiography monitoring(TEE monitoring),4306147,Diagnostic Doppler ultrasonography
"Transurethral Bladder Surgery, Tumor",4305077,Transurethral resection of bladder neoplasm
"Urinary Incontinence, Transvaginal appro.Others",4120055,Urinary incontinence/sling operation
VASCULAR BYPASS OPERATION,2001510,(Aorto)coronary bypass of one coronary artery
1시간초과매15분증가(경막외마취),4078199,Epidural anesthesia
벤더도형검사,4031700,"Psychologic test, Bender visual-motor gestalt test"
양측 대복제 정맥(레이저정맥폐쇄술),40492036,Endovenous laser ablation of varicose vein
지각과민처치(1치당):레이저치료,4125944,Gingivectomy
체외조사(1회당)-중에너지 방사선치료2문대향(2문조사,4141448,Teleradiotherapy procedure
"피부과 Dressing, 19-36%의 범위",4305581,Application of dressing
Anterior Chamber Irrigation,4174057,Irrigation of anterior chamber of eye
Dental Block Anesthesia(비구개신경블록크),4332587,Local anesthetic inferior alveolar nerve block
"Full Thikness Skin Graft 25cm2 미만,수족부 (보험)",4324976,Full thickness skin graft
HIP MRI(보험),2211503,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences"
LOW TYPE ANAL FISTULOTOMY,4315014,Anal fistulectomy
"LT U/Extremity Doppler,Vein(CS)",4306147,Diagnostic Doppler ultrasonography
Massage,44515649,Body massage
Operculectomy of Pericoronitis,4230200,Operculectomy
Postoperative infection wound,42739584,Postoperative Management Only
"Removal of Stone in Salivary Gland, Simple",4142625,Sialolithotomy
RESIN INLAY CLASS 1급,2001122,Restoration of tooth by filling
"SEP,상지",2314139,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in upper limbs"
U/A 10종,4055811,Urine examination
U/S for Follicle Monitoring 大,46271868,Ultrasonography of thoracic outlet
U/S for Follicle Monitoring 小,44514581,Ultrasound of abdomen
U/S Liver,44514581,Ultrasound of abdomen
U/S Thyroid,2792048,Ultrasonography of Bilateral Kidneys
"(1범위)INCISION & DRAINAGE, OTHER, 1~2CM미만",4147894,Incision
