row,drugname,concept_id,concept_name
3061,Methylergonobin Inj 0.2mg,40222885,Methylergonovine Maleate 0.2 MG/ML Injectable Solution
3062,METhylon Tab 1mg,1506270,Methylprednisolone
3063,Methylon Tab 4mg,1506426,Methylprednisolone 4 MG Oral Tablet
3064,Methysol Inj 125mg,1506270,Methylprednisolone
3065,Methysol Inj 500mg,1506270,Methylprednisolone
3066,Metimazole Tab 5mg,1504672,Methimazole 5 MG Oral Tablet
3067,Metronidazole Inj 500mg/100ml/Bag,1707348,Metronidazole 5 MG/ML Injectable Solution
3068,Mevalotin Tab 10mg,40175390,Pravastatin Sodium 10 MG Oral Tablet
3069,Mevalotin Tab 40mg,40175400,Pravastatin Sodium 40 MG Oral Tablet
3070,Mevalotin Tab 5mg,19022104,Pravastatin 5 MG Oral Tablet
3071,Mevan(처치용) Inj 400mg/20ml,40227177,Mepivacaine Hydrochloride 20 MG/ML Injectable Solution
3072,Meverstin Tab 20mg,19019116,Lovastatin 20 MG Oral Tablet
3073,Mexitil Cap 100mg,43011939,Mexiletine Hydrochloride 100 MG Oral Capsule
3074,MG TNA 1540ml (Central),1560524,Glucose
3075,MG TNA 1540ml (Central),19006410,Arginine
3076,MG TNA 1540ml (Central),19036781,Calcium Chloride
3077,MG TNA 1540ml (Central),19052489,Alanine
3078,MG TNA 1540ml (Central),19070224,Soybean Oil
3079,MG TNA 1540ml (Central),962398,Glycine
3080,MG TNA Peri 1680ml,1560524,Glucose
3081,MG TNA Peri 1680ml,19006410,Arginine
3082,MG TNA Peri 1680ml,19036781,Calcium Chloride
3083,MG TNA Peri 1680ml,19052489,Alanine
3084,MG TNA Peri 1680ml,19070224,Soybean Oil
3085,MG TNA Peri 1680ml,962398,Glycine
3086,MG TNA Peri 960ml,1560524,Glucose
3087,MG TNA Peri 960ml,19006410,Arginine
3088,MG TNA Peri 960ml,19036781,Calcium Chloride
3089,MG TNA Peri 960ml,19052489,Alanine
3090,MG TNA Peri 960ml,19070224,Soybean Oil
3091,MG TNA Peri 960ml,962398,Glycine
3092,MgO Tab  250mg 삼천당(원외),993690,Magnesium Oxide 250 MG Oral Tablet
3093,MgO Tab.500mg 삼천당,993732,Magnesium Oxide 500 MG Oral Tablet
3094,Miacalcic Inj 50unit/1ml,19059861,Vitamin E 50 IU/ML Injectable Suspension
3095,Miacalcic Inj 50unit/1ml,19061137,salmon calcitonin 50 UNT/ML Injectable Solution
3096,Miacalcic Nasal spray 100,19061140,salmon calcitonin 100 UNT/ACTUAT Nasal Spray
3097,Miacalcic Nasal Spray 200,19061140,salmon calcitonin 100 UNT/ACTUAT Nasal Spray
3098,Micardis P Tab 40/12.5mg(원외),974473,Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet
3099,Micardis P Tab 80/12.5mg(원외),974474,Hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet
3100,Micardis Tab 40mg,19028935,telmisartan 40 MG Oral Tablet
3101,Micardis Tab 80mg,19028936,telmisartan 80 MG Oral Tablet
3102,Midazolam Inj 15mg,19078925,Midazolam 5 MG/ML Injectable Solution
3103,MIDAZOLAM Inj 5mg/5ml,19078924,Midazolam 1 MG/ML Injectable Solution
3104,Midron Tab 2.5mg,40222924,midodrine hydrochloride 2.5 MG Oral Tablet
3105,Millisrol Inj 5mg/10ml,19079028,Nitroglycerin 0.2 MG/ML Injectable Solution
3106,Minirin Nasal Solution 2.5ml,19135608,Desmopressin Acetate 0.1 MG/ML Nasal Solution
3107,Minirin Tab 0.1mg,1517147,Desmopressin Acetate 0.1 MG Oral Tablet
3108,Minirin Tab 0.2mg,19133766,Desmopressin Acetate 0.2 MG Oral Tablet
3109,Minocin Cap 50mg,1708904,Minocycline 50 MG Oral Capsule
3110,Minoxidil Tab 5mg,1309071,Minoxidil 5 MG Oral Tablet
3111,Mirapex 0.25mg,40165165,Pramipexole dihydrochloride 0.25 MG Oral Tablet
3112,Mirapex 0.5mg,40165169,Pramipexole dihydrochloride 0.5 MG Oral Tablet
3113,Mirapex ER 0.375mg,40173308,Pramipexole dihydrochloride 0.375 MG Extended Release Oral Tablet
3114,Mirapex ER 0.75mg,40173311,Pramipexole dihydrochloride 0.75 MG Extended Release Oral Tablet
3115,Mirapex ER 1.5mg,40173313,Pramipexole dihydrochloride 1.5 MG Extended Release Oral Tablet
3116,Mircera 100mcg/0.3ml/PFS,19015856,0.3 ML Methoxy polyethylene glycol-epoetin beta 0.333 MG/ML Prefilled Syringe
3117,Mircera 200mcg/0.3ml/PFS,42903297,Methoxy polyethylene glycol-epoetin beta 0.667 MG/ML Prefilled Syringe
3118,Mirtapin Tab 7.5mg,19112586,Mirtazapine 7.5 MG Oral Tablet
3119,Mistabron 600mg/3ml,19062064,Mesna 200 MG/ML Inhalant Solution
3120,Mitomycin-C Inj 2mg,1389036,Mitomycin
3121,Mixtard 30HM Inj 1000unit/10ml,19078603,"insulin human, isophane 70 UNT/ML / Regular Insulin, Human 30 UNT/ML Injectable Suspension"
3122,MMR II Vaccine 0.5ml,523212,Rubella Virus Vaccine Live (Wistar RA 27-3 Strain)
3123,MMR II Vaccine 0.5ml,523620,Mumps Vaccine
3124,MMR II Vaccine 0.5ml,590675,"MEASLES VIRUS VACCINE,LIVE ATTENUATED"
3125,MMR II(MSD) Inj(국가지원) 0.5ml,523212,Rubella Virus Vaccine Live (Wistar RA 27-3 Strain)
3126,MMR II(MSD) Inj(국가지원) 0.5ml,529713,"Mumps Virus Vaccine Live, Jeryl Lynn Strain"
3127,MMR II(MSD) Inj(국가지원) 0.5ml,532272,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain"
3128,Mobic Cap 7.5mg,19103398,meloxicam 7.5 MG Oral Capsule
3129,Molsiton Tab 2mg,19063962,Molsidomine 2 MG Oral Tablet
3130,Monocid Inj.1g,19072858,Cefonicid 325 MG/ML Injectable Solution
3131,Monopril Tab 10mg(원외),40163753,Fosinopril Sodium 10 MG Oral Tablet
3132,Monurol Pow(3g/PAK),956653,Fosfomycin
3133,Morphine HCl 10mg/1ml(하나) Inj,1110410,Morphine
3134,Morphine HCl Inj 10mg/1ml,40169902,Morphine Sulfate 10 MG/ML Injectable Solution
3135,MORPHINE Sulfate 1MG/1ml Inj,40169883,Morphine Sulfate 1 MG/ML Injectable Solution
3136,Morphine Sulfate 30mg/2ml Inj,40169936,Morphine Sulfate 15 MG/ML Injectable Solution
3137,Morphine Sulfate 5mg/5ml Inj,40169883,Morphine Sulfate 1 MG/ML Injectable Solution
3138,Morphine Sulfate Inj 10mg/1ml,40169902,Morphine Sulfate 10 MG/ML Injectable Solution
3139,Morphine sulfate Inj 15MG/1ml,40169936,Morphine Sulfate 15 MG/ML Injectable Solution
3140,Mosaone Tab 5mg(원외),19106796,mosapride 5 MG Oral Tablet
3141,Motesone Plus Nasal Spray(원외),905233,Mometasone
3142,Motesone Plus Nasal Spray(원외),934075,azelastine
3143,MotiliTONE Tab 30mg,42899502,Ipomoea nil seed extract
3144,MotiliTONE Tab 30mg,42903568,Corydalis yanhusuo tuber extract
3145,Motilium-M Tab 10mg,19037834,Domperidone 10 MG Oral Tablet
3146,MS-Contin Tab 10mg,40169893,Morphine Sulfate 10 MG Extended Release Oral Tablet
3147,MS-Contin Tab 30mg,40169988,Morphine Sulfate 30 MG Extended Release Oral Tablet
3148,MTX Tab 2.5mg,19007332,Methotrexate 2.5 MG Oral Tablet
3149,Mucomyst Sol,19072270,Acetylcysteine 200 MG/ML Inhalant Solution
3150,Mucosta Tab 100mg,21600109,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
3151,Mucosten Inj 10%(300mg/3ml),1139042,Acetylcysteine
3152,Multaq Tab 400mg,40163617,dronedarone 400 MG Oral Tablet
3153,MultiBic 4.5L,19036781,Calcium Chloride
3154,MultiBic 4.5L,19092849,Magnesium Chloride
3155,MultiBic 4.5L,19096877,Anhydrous Dextrose
3156,MultiBic 4.5L,939506,Sodium Bicarbonate
3157,MultiBic 4.5L,967823,Sodium Chloride
3158,MULTIBIC 4K/L(5L),19036781,Calcium Chloride
3159,MULTIBIC 4K/L(5L),19049105,Potassium Chloride
3160,MULTIBIC 4K/L(5L),19092849,Magnesium Chloride
3161,MULTIBIC 4K/L(5L),19096877,Anhydrous Dextrose
3162,MULTIBIC 4K/L(5L),939506,Sodium Bicarbonate
3163,MULTIBIC 4K/L(5L),967823,Sodium Chloride
3164,MultiBic 5L(무칼륨액),19036781,Calcium Chloride
3165,MultiBic 5L(무칼륨액),19092849,Magnesium Chloride
3166,MultiBic 5L(무칼륨액),19096877,Anhydrous Dextrose
3167,MultiBic 5L(무칼륨액),939506,Sodium Bicarbonate
3168,MultiBic 5L(무칼륨액),967823,Sodium Chloride
3169,MULTIVITON INJ,19135832,Multivitamin preparation
3170,Muro 128 Eye Drop 5%(15ml),967823,Sodium Chloride
3171,Mutacil Pack(4g/pack),957797,Psyllium
3172,Muteran Cap 200mg,19103575,Acetylcysteine 200 MG Oral Capsule
3173,Muteran Gran 200mg/1g,1139042,Acetylcysteine
3174,Muteran Inj 300mg/3ml,1139042,Acetylcysteine
3175,MVH Inj 5ml,19135832,Multivitamin preparation
3176,Mvix S ODF 100mg(원외),21602645,Drugs used in erectile dysfunction
3177,Myambutol Tab 400mg,40222616,Ethambutol Hydrochloride 400 MG Oral Tablet
3178,Mycamine Inj 50mg,19018013,micafungin
3179,Mycin Inj 120만unit,1728416,Penicillin G
3180,Mycostatin Syr,19079119,Nystatin 100000 UNT/ML Oral Suspension
3181,Mydrin cap,19123143,Acetaminophen 325 MG / dichloralphenazone 100 MG / isometheptene 65 MG Oral Capsule
3182,Mydrin-P optic soln(10ml),1135766,Phenylephrine
3183,Mydrin-P optic soln(10ml),906072,Tropicamide
3184,Myfortic Tab 180mg,19112755,Mycophenolic Acid 180 MG Delayed Release Oral Tablet
3185,Myfortic Tab 360mg,19112758,Mycophenolic Acid 360 MG Delayed Release Oral Tablet
3186,Mylanta A Tab.,19082312,Aluminum Hydroxide 200 MG / Magnesium Hydroxide 200 MG / Simethicone 20 MG Chewable Tablet
3187,Mylanta-II soln,43560020,Aluminum Hydroxide 80 MG/ML / Magnesium Hydroxide 80 MG/ML / Simethicone 8 MG/ML Oral Solution
3188,Mylaxan Inj 10mg/2ml,19057690,Gallamine
3189,Myobloc Inj(unit)(처치용),40166022,rimabotulinumtoxinB 5000 UNT/ML Injectable Solution
3190,Myonal Tab 50mg,21604123,eperisone
3191,Mypol Cap,19107122,Acetaminophen 250 MG / Codeine 10 MG / Ibuprofen 200 MG Oral Tablet
3192,Myprodol Cap,19107122,Acetaminophen 250 MG / Codeine 10 MG / Ibuprofen 200 MG Oral Tablet
3193,My-Rept Cap 250mg,19021102,mycophenolate mofetil 250 MG Oral Capsule
3194,My-REPT Tab 500mg,19022826,mycophenolate mofetil 500 MG Oral Tablet
3195,Mytob Inj 80mg/2ml,902807,Tobramycin 40 MG/ML Injectable Solution
3196,Mytonin Tab 25mg,40162835,Bethanechol Chloride 25 MG Oral Tablet
3197,N/S  500ml/BOT(약국용),19079524,Sodium Chloride 0.154 MEQ/ML Injectable Solution
3198,N/S (20ml),19079524,Sodium Chloride 0.154 MEQ/ML Injectable Solution
3199,N/S 1000ML (P),19079524,Sodium Chloride 0.154 MEQ/ML Injectable Solution
3200,N/S 1L/BOT(약국용),967823,Sodium Chloride
3201,N/S 3L(Bag),19079524,Sodium Chloride 0.154 MEQ/ML Injectable Solution
3202,N/S 500ML (P),19079524,Sodium Chloride 0.154 MEQ/ML Injectable Solution
3203,Na-40 Inj 20ml,967823,Sodium Chloride
3204,Nafcillin Inj 1g,1713930,Nafcillin
3205,Nafurol Tab 100mg,19014035,Nafronyl
3206,Naitral Cr 20g,19123624,flutrimazole
3207,Nalador Inj 500mcg,21602442,sulprostone
3208,Nalbuphine Inj 10mg/1ml,40175249,Nalbuphine Hydrochloride 10 MG/ML Injectable Solution
3209,Naloxone Inj 2mg/2ml,40244030,Naloxone Hydrochloride 1 MG/ML Injectable Solution
3210,Naramig Tab 2.5mg(원외),1118121,naratriptan 2.5 MG Oral Tablet
3211,Naropin Inj 0.75% 150mg/20ml,40173915,Ropivacaine hydrochloride 7.5 MG/ML Injectable Solution
3212,Nasacort Nasal Inhaler,42902502,Triamcinolone Acetonide 0.055 MG/ACTUAT Nasal Inhaler
3213,Nasea Inj 0.3mg/2ml,21600492,Serotonin (5HT3) antagonists
3214,Nasea OD Tab 0.1mg,21600492,Serotonin (5HT3) antagonists
3215,Nasonex Nasal Spray 140dose,905237,mometasone furoate 0.05 MG/ACTUAT Nasal Spray
3216,Navelbine Inj 10mg/1ml,19124142,vinorelbine 10 MG/ML Injectable Solution
3217,Navoban Cap 5mg,19002832,tropisetron 5 MG Oral Capsule
3218,Navoban Inj 5mg/5ml,19002831,tropisetron 1 MG/ML Injectable Solution
3219,Naxen-F Tab 500mg,1115067,Naproxen 500 MG Delayed Release Oral Tablet
3220,Nebido Inj 1000mg/4ml,44814608,testosterone undecanoate 250 MG/ML Injectable Solution
3221,Nebilet Tab 5mg,19101573,nebivolol 5 MG Oral Tablet
3222,Nebistol Tab 2.5mg,1314614,nebivolol 2.5 MG Oral Tablet
3223,NeoCaf Inj 20mg/1ml,1135469,caffeine citrate 20 MG/ML Injectable Solution
3224,NeoCaf Oral Soln 40mg/2ml,1135467,caffeine citrate 20 MG/ML Oral Solution
3225,Neo-minophagen-C Inj 20ml,19010955,Cysteine
3226,Neo-minophagen-C Inj 20ml,42898316,"Glycyrrhizin, Ammoniated"
3227,Neo-minophagen-C Inj 20ml,962398,Glycine
3228,Neoplatin Inj 150mg/15ml,19074759,Carboplatin 5 MG/ML Injectable Solution
3229,Neoplatin Inj 450mg/45ml,19074759,Carboplatin 5 MG/ML Injectable Solution
3230,Neosin Inj 100mg/2ml,19017588,Netilmicin 50 MG/ML Injectable Solution
3231,Neosin Inj 150mg/2ml,19017585,Netilmicin
3232,Neotigason Cap 10mg,929639,Acitretin 10 MG Oral Capsule
3233,Nephramine Inj.(250ml),19124969,Amino Acids
3234,Nephrosteril 250ml/Bot,19124969,Amino Acids
3235,Neph-vita Tab,40167860,Ascorbic Acid 60 MG / Calcium Pantothenate 10 MG / D-BIOTIN 0.3 MG / Folic Acid 0.8 MG / Niacinamide 20 MG / pyridoxine 10 MG / Riboflavin 1.7 MG / Thiamine 1.5 MG / Vitamin B 12 0.006 MG Oral Tablet
3236,Nerisona Oint 0.3% 15g,19026097,Diflucortolone 0.003 MG/MG Topical Ointment
3237,Nerisona Oint 0.3%(10g),19026097,Diflucortolone 0.003 MG/MG Topical Ointment
3238,Nesina Tab 12.5mg(원외),43013911,alogliptin 12.5 MG Oral Tablet
3239,Nesina Tab 25mg(원외),43013924,alogliptin 25 MG Oral Tablet
3240,Neuer Cap 200mg,21600109,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
3241,Neulasta Inj 6mg/0.6ml/PFS,42903178,pegfilgrastim 10 MG/ML Prefilled Syringe
3242,Neuromed Tab 800mg,19106778,oxiracetam 800 MG Oral Tablet
3243,Neurontin Cap 100mg(원외),19077547,gabapentin 100 MG Oral Capsule
3244,Neurontin Cap 300mg(원외),19077548,gabapentin 300 MG Oral Capsule
3245,Neurontin Cap 400mg(원외),19077549,gabapentin 400 MG Oral Capsule
3246,Neurontin Tab 600mg(원외),19077550,gabapentin 600 MG Oral Tablet
3247,Neuropacid OD Tab 600mg(원외),1386695,Thioctic Acid 600 MG Oral Tablet
3248,Neutrogin Inj 100mcg,19009705,lenograstim
3249,Neutrogin Inj 250mcg,19009705,lenograstim
3250,Newbutin SR 300mg,19108102,Trimebutine 300 MG Extended Release Oral Tablet
3251,Newdizime Inj 1g,19028286,cefodizime
3252,NewHyaluni Eye Drop 0.15% 30EA/PAK,787787,hyaluronate
3253,Nexavar Tab 200mg,1363389,sorafenib 200 MG Oral Tablet
3254,Nexium Inj 40mg,904453,Esomeprazole
3255,Nexium Tab 20mg,19101746,Esomeprazole 20 MG Oral Tablet
3256,Nexium Tab 40mg,19101745,Esomeprazole 40 MG Oral Tablet
3257,Nicetile Pow 500mg/P,19037596,Acetylcarnitine
3258,Nicetile Tab 500mg,19107043,Acetylcarnitine 500 MG Oral Tablet
3259,Nicostop Patch 10(7ea/1pk),718583,Nicotine
3260,Nicostop Patch 20(7ea/1pk),718583,Nicotine
3261,Nicostop Patch 30(7ea/1pk),718583,Nicotine
3262,Nifedipine Cap 5mg 한미,1318859,Nifedipine 5 MG Oral Capsule
3263,Nifedipine Tab 10mg,1318914,Nifedipine 10 MG Oral Tablet
3264,Niferon CR 40 Tab,19134566,Nifedipine 40 MG Extended Release Oral Tablet
3265,Nimodipin Inj 10mg,1319135,Nimodipine 0.2 MG/ML Injectable Solution
3266,Nimodipine Inj 10mg/50ml,1319135,Nimodipine 0.2 MG/ML Injectable Solution
3267,Nimodipine Tab 30mg,1319136,Nimodipine 30 MG Oral Tablet
3268,Nimotop Inj 10mg/50ml,1319135,Nimodipine 0.2 MG/ML Injectable Solution
3269,Nimotop Tab 30mg,1319136,Nimodipine 30 MG Oral Tablet
3270,Nitren Tab 20mg,19020063,Nitrendipine 20 MG Oral Tablet
3271,Nitroglycerin Tab 0.6mg 하나,19019337,Nitroglycerin 0.6 MG Sublingual Tablet
3272,Nitropress Inj 50mg/2ml,19058101,2 ML Sodium Nitroprusside 25 MG/ML Injection
3273,Nobramin Cap 10mg,1351116,coenzyme Q10 10 MG Oral Capsule
3274,Noiromin Tab 300mg(원외),40252223,Hyperici herba
3275,Nolvadex D Tab 20mg,1436683,Tamoxifen 20 MG Oral Tablet
3276,Nolvadex Tab 10mg,19019851,Tamoxifen 10 MG Oral Tablet
3277,Nootropil Tab 800mg,19006209,Piracetam 800 MG Oral Tablet
3278,Noradrenaline 10mg Inj,1321363,Norepinephrine 1 MG/ML Injectable Solution
3279,Norditropin Inj 30unit/1.5ml (원외),1585231,1.5 ML Somatropin 6.67 MG/ML Prefilled Syringe
3280,Normix Tab 200mg,1735948,rifaximin 200 MG Oral Tablet
3281,Norpin Inj 20mg/20ml,1321363,Norepinephrine 1 MG/ML Injectable Solution
3282,Norpin Inj 4mg/4ml,1321363,Norepinephrine 1 MG/ML Injectable Solution
3283,Norumo - A Tab,1307213,Ginger extract
3284,Norumo - A Tab,1359143,Cinnamon Bark
3285,Norumo - A Tab,19018438,aluminum magnesium silicate
3286,Norumo - A Tab,19082736,Gentian preparation
3287,Norumo - A Tab,901656,Menthol
3288,Norumo - A Tab,908360,magaldrate
3289,Norumo - A Tab,939506,Sodium Bicarbonate
3290,Norvasc Tab 10mg(원외),19073093,Amlodipine 10 MG Oral Tablet
3291,Norvasc Tab 5mg,1332419,Amlodipine 5 MG Oral Tablet
3292,Norvir Tab 100mg,40171778,Ritonavir 100 MG Oral Tablet
3293,Norzyme Cap,43532122,PANCRELIPASE PROTEASE
3294,Norzyme Cap,919204,Amylases
3295,Norzyme Cap,990760,Lipase
3296,Novalgin Inj.1g,19031455,Dipyrone 500 MG/ML Injectable Solution
3297,Novastan HI Inj 10mg/2ml,1322207,argatroban
3298,NovoLet 20/80(3ml/Pen),1596920,"insulin human, isophane 80 UNT/ML / Regular Insulin, Human 20 UNT/ML Injectable Suspension"
3299,Novolet 30/70 (3cc/Pen),42903059,"insulin human, isophane 70 UNT/ML / Regular Insulin, Human 30 UNT/ML Prefilled Syringe"
3300,Novolet-N Inj 300unit/3ml/Pen,1596959,"3 ML insulin human, isophane 100 UNT/ML Prefilled Syringe"
3301,Novolin-N Inj 1000unit/10ml,19078555,"Regular Insulin, Human 100 UNT/ML Injectable Solution"
3302,Novolin-R Inj 1000unit/10ml,19122121,Insulin
3303,NovoMix 30 Flexpen Inj 300unit/3ml,1567235,"3 ML Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe"
3304,Novonorm Tab 1mg,19023424,repaglinide 1 MG Oral Tablet
3305,Novonorm Tab 2mg,19023426,repaglinide 2 MG Oral Tablet
3306,NovoRapid Flexpen Inj 300unit/3ml,19078558,"Insulin, Aspart, Human 100 UNT/ML Injectable Solution"
3307,NovoRapid Inj 1000unit/10ml,19078558,"Insulin, Aspart, Human 100 UNT/ML Injectable Solution"
3308,Nubain Inj 10mg,40175249,Nalbuphine Hydrochloride 10 MG/ML Injectable Solution
3309,NuTRIflex  Lipid Special 1250ml (Central),19006410,Arginine
3310,NuTRIflex  Lipid Special 1250ml (Central),19011069,Asparagine
3311,NuTRIflex  Lipid Special 1250ml (Central),19052489,Alanine
3312,NuTRIflex  Lipid Special 1250ml (Central),19069003,"Sodium Acetate, Anhydrous"
3313,NuTRIflex  Lipid Special 1250ml (Central),19086233,"calcium chloride, dihydration"
3314,NuTRIflex  Lipid Special 1250ml (Central),43533055,D-glutamic acid
3315,Nutriflex 48 1000ml (Central),19000537,Threonine
3316,Nutriflex 48 1000ml (Central),19004724,Methionine
3317,Nutriflex 48 1000ml (Central),19035577,Phenylalanine
3318,Nutriflex 48 1000ml (Central),19052736,Proline
3319,Nutriflex 48 1000ml (Central),19066774,Serine
3320,Nutriflex 48 1000ml (Central),962398,Glycine
3321,NuTRIflex Lipid Peri 1875ml,1560524,Glucose
3322,NuTRIflex Lipid Peri 1875ml,19006410,Arginine
3323,NuTRIflex Lipid Peri 1875ml,19011069,Asparagine
3324,NuTRIflex Lipid Peri 1875ml,19052489,Alanine
3325,NuTRIflex Lipid Peri 1875ml,19086233,"calcium chloride, dihydration"
3326,NuTRIflex Lipid Peri 1875ml,962398,Glycine
3327,Nutriflex Peri 40 1000ml,19000537,Threonine
3328,Nutriflex Peri 40 1000ml,19004724,Methionine
3329,Nutriflex Peri 40 1000ml,19035577,Phenylalanine
3330,Nutriflex Peri 40 1000ml,19052736,Proline
3331,Nutriflex Peri 40 1000ml,19066774,Serine
3332,Nutriflex Peri 40 1000ml,962398,Glycine
3333,Nutrilan Sol 500ml,1396131,ferrous sulfate
3334,Nutrilan Sol 500ml,19011773,Ascorbic Acid
3335,Nutrilan Sol 500ml,19024770,Biotin
3336,Nutrilan Sol 500ml,19058572,Calcium Citrate
3337,Nutrilan Sol 500ml,19088079,pantothenate
3338,Nutrilan Sol 500ml,19135931,Cyanocobalamin Co57
3339,Nutrineal PD4 (2L/TB),19000537,Threonine
3340,Nutrineal PD4 (2L/TB),19006186,Tryptophan
3341,Nutrineal PD4 (2L/TB),19035577,Phenylalanine
3342,Nutrineal PD4 (2L/TB),19036781,Calcium Chloride
3343,Nutrineal PD4 (2L/TB),19052736,Proline
3344,Nutrineal PD4 (2L/TB),19066774,Serine
3345,Nystatin Syr 10만unit/ml,19079119,Nystatin 100000 UNT/ML Oral Suspension
3346,OcuCarpine oph.soln 2%(10ml),40224352,Pilocarpine Hydrochloride 20 MG/ML Ophthalmic Solution
3347,Ocuchloram Drop(10ml),19075115,Chloramphenicol 5 MG/ML Ophthalmic Solution
3348,OcuFlox Eye Drop 5ml,19079151,Ofloxacin 3 MG/ML Ophthalmic Solution
3349,Ocuflox Eye Oint 3.5g/TUBE,19079151,Ofloxacin 3 MG/ML Ophthalmic Solution
3350,OcuHomapine Drop 2%(5ml),40184414,Homatropine hydrobromide 20 MG/ML Ophthalmic Solution
3351,Ocupred Eye Drop 10ml,1551005,prednisolone 1.2 MG/ML Ophthalmic Suspension
3352,Okifen Sol,1185922,Ketoprofen
3353,Oldeca Cap 10mg,19102106,mepirodipine
3354,Oldeca Cap 15mg,19102106,mepirodipine
3355,OliClinomel N4-550E 1500ml,1560524,Glucose
3356,OliClinomel N4-550E 1500ml,19006410,Arginine
3357,OliClinomel N4-550E 1500ml,19036781,Calcium Chloride
3358,OliClinomel N4-550E 1500ml,19052489,Alanine
3359,OliClinomel N4-550E 1500ml,19069149,Histidine
3360,OliClinomel N4-550E 1500ml,962398,Glycine
3361,Oliet Cap 120mg(원외),741572,orlistat 120 MG Oral Capsule
3362,Olimel N9E 1500ml(Central),19006410,Arginine
3363,Olimel N9E 1500ml(Central),19012686,Aspartic Acid
3364,Olimel N9E 1500ml(Central),19052489,Alanine
3365,Olimel N9E 1500ml(Central),19069149,Histidine
3366,Olimel N9E 1500ml(Central),911486,Glutamate
3367,Olimel N9E 1500ml(Central),962398,Glycine
3368,Olmetec Plus Tab 20/12.5mg(원외),19102491,Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet
3369,Olmetec Tab 20mg,19096740,Olmesartan medoxomil 20 MG Oral Tablet
3370,Olybiol 250 Cap,19121591,Saccharomyces boulardii 250 MG Oral Capsule
3371,Omacor Soft Cap 1g,19121242,Omega-3 Acid Ethyl Esters (USP) 1000 MG Oral Capsule
3372,Omed Tab 10mg,19101742,Omeprazole 10 MG Oral Tablet
3373,Omnaris Nasal Spray,902938,ciclesonide
3374,Omnicef Cap 100mg,1796458,cefdinir
3375,Omnicef Gran(100mg/1g),1796458,cefdinir
3376,Omnihexol 350 Inj 150ml(조영제),19080985,Iohexol
3377,Omnipaque 300 Inj 40ml(조영제),19080985,Iohexol
3378,Omnipaque 350 Inj 100ml(조영제),19080985,Iohexol
3379,OMP Tab 20mg,19101743,Omeprazole 20 MG Oral Tablet
3380,OMP Tab 40mg,19101744,Omeprazole 40 MG Oral Tablet
3381,Onbrez 150mcg Breezhaler,40240664,indacaterol
3382,Oncotice Inj 12.5mg,19029095,"BCG, Live, Tice Strain 50 MG/ML Injectable Suspension"
3383,One Alfa Tab 0.5mcg,19014202,Alfacalcidol
3384,Oneflu Inj 100mg/50ml,1755040,Fluconazole 2 MG/ML Injectable Solution
3385,OnGLYza Tab 5mg,40166041,saxagliptin 5 MG Oral Tablet
3386,Onon Cap,21603355,pranlukast
3387,Opalmon Tab,21601587,Other peripheral vasodilators
3388,Optagent optic soln 2%(10ml),44507755,Povidone 20 MG/ML Ophthalmic Solution
3389,Optiderm Cr 50g/Tube,40175900,polidocanol
3390,Optiderm Cr 50g/Tube,906914,Urea
3391,Optilon Eye Drop 10ml,1551005,prednisolone 1.2 MG/ML Ophthalmic Suspension
3392,Optiray 320 Inj 150ml(조영제),19069131,ioversol
3393,Oradexon Inj. 5mg,19006963,Dexamethasone 5 MG/ML Injectable Solution
3394,Oramedy Oint 6g,40233964,Triamcinolone Acetonide 0.001 MG/MG Topical Ointment
3395,Orfil Retard 600mg,745466,Valproate
3396,Orfil retard Tab 150mg,745466,Valproate
3397,Orfil Retard Tab 300mg,745466,Valproate
3398,Orfil Syr 60mg/ml,745466,Valproate
3399,Ospar Infusion Inj 10ml,19052059,Aspartate
3400,Ospar Infusion Inj 10ml,970011,Sorbitol
3401,Ostemin Cap 250mg,19103697,Glucosamine Sulfate 250 MG Oral Capsule
3402,Otrisal Nasal Spray 15ml,19020758,Sodium Chloride 7.5 MG/ML Nasal Solution
3403,Ovestin Vag Sup 0.5mg,19049082,Estriol 0.5 MG Vaginal Suppository
3404,Oxiklorin Tab 100mg,1777087,Hydroxychloroquine
3405,Oxiklorin Tab 200mg,40184084,Hydroxychloroquine Sulfate 200 MG Oral Tablet
3406,Oxiton Inj 5unit/1ml,1326119,Oxytocin 5 UNT/ML Injectable Solution
3407,Oxycontin CR 10mg,40232704,Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet
3408,Oxycontin CR 20mg,40232727,Oxycodone Hydrochloride 20 MG Extended Release Oral Tablet
3409,Oxycontin CR 40mg,40232750,Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet
3410,Oxycontin CR 80mg,40232769,Oxycodone Hydrochloride 80 MG Extended Release Oral Tablet
3411,Pacetin Inj 1g,1775741,Cefoxitin
3412,Pamdial Tab 50mg,19107509,DIMECROTIC ACID 50 MG Oral Tablet
