row,procedurename,concept_id,concept_name
3523,Salivary Gland Scan,4160914,Nuclear medicine imaging procedure
3524,Saphenous Nerve Block,4336456,Local anesthetic femoral nerve block
3525,Saphenous Nerve Block *0.5,4336456,Local anesthetic femoral nerve block
3526,S-B TUBE INSERTION,4070860,Balloon tamponade of esophagus
3527,"Scalp Suture, 5cm 이상",4213005,Closure of skin by suture
3528,"Scalp Suture, Deep Laceration",4213005,Closure of skin by suture
3529,SCIATIC N.B,4200837,Injection of anesthetic agent into sciatic nerve
3530,SCL-90-R,40492724,Assessment using psychotic symptom rating scale
3531,scleotherapy ofvaricose vein,44789457,Sclerotherapy to threaded vein
3532,SCLERAL SUTURE,2000554,Suture of laceration of sclera
3533,Sclerotherapy of vericose vein(1~3부위),44789457,Sclerotherapy to threaded vein
3534,SCROTAL USG,4306147,Diagnostic Doppler ultrasonography
3535,Scrotal USG(비뇨기과용),4306147,Diagnostic Doppler ultrasonography
3536,"Secondary Closure of Chest, 5cm 이상",4213005,Closure of skin by suture
3537,Secondary Suture of Abdominal Wall,2003490,Exploratory laparotomy
3538,Secondary Suture of OP. Wound,4213005,Closure of skin by suture
3539,Secondary Suture of Operation Wound,4213005,Closure of skin by suture
3540,Secondary Suture of Operation Wound,4213005,Closure of skin by suture
3541,Sedation sleep EEG(18채널이상),4088246,Sleep electroencephalogram
3542,Sedation sleep EEG(disital),4088246,Sleep electroencephalogram
3543,SELLA MRI,2211351,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material"
3544,Semen Analysis,2213357,"Sperm isolation; simple prep (eg, sperm wash and swim-up) for insemination or diagnosis with semen analysis"
3545,Sengstaken-Blakemore Tube Change,4070860,Balloon tamponade of esophagus
3546,Sengstaken-Blakemore Tube Insertion,4070860,Balloon tamponade of esophagus
3547,Sensory Current Perception Threshold,2617340,"Current perception threshold/sensory nerve conduction test, (snct) per limb, any nerve"
3548,SEP(하지)(NEUR),2314140,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in lower limbs"
3549,SEP(Median Nerve) 상지,2314139,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in upper limbs"
3550,SEP(Tibial Nerve) 하지,2314140,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in lower limbs"
3551,"SEP,하지(RM)",2314140,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in lower limbs"
3552,Septal puncture시 ,4049987,Radiofrequency ablation operation for arrhythmia
3553,"Sesarean section Delivery,First Fetus,Initial mult",2110316,Cesarean delivery only
3554,"Sesarean section Delivery,First Fetus,Initial,prim",2110316,Cesarean delivery only
3555,"Sesarean section Delivery,Multiple preg.Initial Mu",2110316,Cesarean delivery only
3556,Setting of Cardiac Pacing with External Pace Maker,4290930,Insertion of pacemaker pulse generator
3557,Shaving cartilage (ankle),4027004,Excision of joint
3558,Shaving of Cartilage (elbow),4027004,Excision of joint
3559,Shielding block,2211851,"Treatment devices, design and construction; complex (irregular blocks, special shields, compensators, wedges, molds or casts)"
3560,Shielding Block(A),2211851,"Treatment devices, design and construction; complex (irregular blocks, special shields, compensators, wedges, molds or casts)"
3561,Short Increment Sensitivity Index,4108578,Short increment sensitivity index test
3562,"Short Leg Prothera,Yogibs",2007609,Application of splint
3563,Shoulder F/U Ultrasound,4306147,Diagnostic Doppler ultrasonography
3564,Shoulder Ultrasound(PM),4306147,Diagnostic Doppler ultrasonography
3565,Shoulder Ultrasound-Guided Injection,4306147,Diagnostic Doppler ultrasonography
3566,SHUNT OP(Ventriculo-other),4287375,Shunt of cerebral ventricle to extracranial site
3567,Shunt Repair,4019226,Ligation of patent ductus arteriosus
3568,"Shunt Revision,Ventriculo-Other",4287375,Shunt of cerebral ventricle to extracranial site
3569,Sigmoid EUS,4306147,Diagnostic Doppler ultrasonography
3570,Sigmoid Miniprobe EUS,4306147,Diagnostic Doppler ultrasonography
3571,Sigmoidoscopic Biopsy,2002704,Flexible sigmoidoscopy
3572,SIGMOIDOSCOPY,2002704,Flexible sigmoidoscopy
3573,Silicon Oil Injection,2111025,Intravitreal injection of a pharmacologic agent (separate procedure)
3574,SIMPLE,4119290,Removal and restoration of teeth
3575,Simple BF training,4040976,Behavioral therapy
3576,SIMPLE CLOSURE OF PERFORATED,2108998,"Gastrorrhaphy, suture of perforated duodenal or gastric ulcer, wound, or injury"
3577,SIMPLE CRANIOPLASTY,4138816,Cranioplasty
3578,Simple Dressing,4080499,Dressing of wound
3579,"Simple Dressing, 두부",4080499,Dressing of wound
3580,"Simple Dressing, 배부",4080499,Dressing of wound
3581,"Simple Dressing, 복부",4080499,Dressing of wound
3582,"Simple Dressing, 우측상지",4080499,Dressing of wound
3583,"Simple Dressing, 우측하지",4080499,Dressing of wound
3584,"Simple Dressing, 좌측상지",4080499,Dressing of wound
3585,"Simple Dressing, 좌측하지",4080499,Dressing of wound
3586,"Simple Dressing, 흉부",4080499,Dressing of wound
3587,Simple Fractured Nasal Bone L (단순골절),4114788,Reduction of fractured nasal bone
3588,Simple Musculoskeletal USG,4306147,Diagnostic Doppler ultrasonography
3589,Simple neck vessels & IMT,44514601,Ultrasound of carotid artery
3590,"Simple Pulsed RF Thermocoagulation,Sympathetic N(ui)",44514762,Percutaneous radiofrequency ablation of lesion of bone
3591,SIMPLE TYPE,4343908,Ligament reconstruction
3592,SIMPLE TYPE,4072048,Reconstruction of tendon sheath
3593,Single Fixed Test,4091136,Performance test of hearing
3594,Single Port treat.plan(1st),4036254,Radiotherapy planning using a simulator
3595,SINUS FIBERSCOPY,4010253,Nasal sinus endoscopy
3596,Sinus Fiberscopy,4010253,Nasal sinus endoscopy
3597,Sinus Fiberscopy,4010253,Nasal sinus endoscopy
3598,Sinus Irrigation,4200712,Irrigation of nasal sinus
3599,Sinus Irrigation,4200712,Irrigation of nasal sinus
3600,SINUS IRRIGATION,2106331,Lavage by cannulation; sphenoid sinus
3601,Sinuscopy,4010253,Nasal sinus endoscopy
3602,Sinuscopy,4010253,Nasal sinus endoscopy
3603,Sinuscopy,4010253,Nasal sinus endoscopy
3604,SIPLE CLOSURE OF PERFORATED ST,2108998,"Gastrorrhaphy, suture of perforated duodenal or gastric ulcer, wound, or injury"
3605,SITZ BATH,4215155,Bathing patient in sitz bath
3606,Skeletal Traction,2007602,Other skeletal traction
3607,SKIN & MUSCLE PUNCTURE BIOPSY,4266866,Superficial fine needle aspiration biopsy
3608,Skin Aspiration,4312604,Puncture procedure
3609,Skin Biopsy,4266866,Superficial fine needle aspiration biopsy
3610,SKIN ELECTRIC CAUTERIZATION,4114640,Cauterization of skin lesion
3611,SKIN GRAFT,4291637,Split thickness skin graft
3612,Skin Graft (Mucosa Graft) (보험),4323157,Plastic repair by z plasty
3613,Skin Graft 100cm2이상 400cm2미만(보험),4291637,Split thickness skin graft
3614,Skin Graft 25cm2 - 100cm2 (보험),4291637,Split thickness skin graft
3615,Skin Graft 25cm2 - 100cm2(화상치료목적),4291637,Split thickness skin graft
3616,Skin Graft 25cm2미만 (보험),4291637,Split thickness skin graft
3617,Skin Graft 25cm2미만(화상치료목적),4291637,Split thickness skin graft
3618,SKIN GRAFT(BIOLOGIC DRESSING),4291637,Split thickness skin graft
3619,"Skin Graft, Other, 25cm2미만",4291637,Split thickness skin graft
3620,"Skin Graft, Other, 25cm2미만(화상치료목적)",4291637,Split thickness skin graft
3621,Skin Prick Test,4205590,Skin test
3622,Skin Prick Test(Special Ag),4205590,Skin test
3623,Skin Puncture,4312604,Puncture procedure
3624,Skin Traction,44515600,Skin traction
3625,Sleep deprivation EEG(disital)0,4088246,Sleep electroencephalogram
3626,slide film(strabismus),2313668,Anterior segment imaging with interpretation and report; with fluorescein angiography
3627,Slit-Lamp Biomicroscopy,4163568,Slit lamp biomicroscopy
3628,SLIT-LAMP BIOMICROSCOPY,4163568,Slit lamp biomicroscopy
3629,Slit-Lamp under Biomicroscopy,2007827,Fluorescein angiography or angioscopy of eye
3630,Slit-Lamp under Biomicroscopy,4187472,Rose bengal staining of eye
3631,Small Bowel Endoscopic Biopsy,2002703,Colonoscopy
3632,Small Intestine Resection(림프절청소미포함),2002747,Other partial resection of small intestine
3633,"Soaking and Wet Dressing, 10-18%의 범위",4080499,Dressing of wound
3634,"Soaking and Wet Dressing, 37% 이상",4080499,Dressing of wound
3635,"Soaking and Wet Dressing, 9% 이하",4075359,Soaking skin
3636,Social Maturity Scale,4245993,Vineland social maturity test
3637,Social Maturity Scale,4245993,Vineland social maturity test
3638,Social Maturity Scale,4245993,Vineland social maturity test
3639,Social Work,4249127,Social assessment
3640,Somatosensory evoked potential,2314139,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in upper limbs"
3641,"Sono guide Aspiration, Drain(GS)",4306147,Diagnostic Doppler ultrasonography
3642,Sono(Derma),4306147,Diagnostic Doppler ultrasonography
3643,Sonographic endothelial function test,4306147,Diagnostic Doppler ultrasonography
3644,Special Liquid Diet Tube Feeding,4047288,Nasogastric feeding
3645,special USG (OBGY),4306147,Diagnostic Doppler ultrasonography
3646,special USG(2nd),4306147,Diagnostic Doppler ultrasonography
3647,specular microscopy(1),4098802,Corneal specular microscopy
3648,specular microscopy(both),4098802,Corneal specular microscopy
3649,Speech & Language Therapy,2007658,Other speech training and therapy
3650,Speech Audiometory,2313725,Speech audiometry threshold
3651,SPEECH AUDIOMETRY,2313725,Speech audiometry threshold
3652,Speech Therapy(언어치료실),2007658,Other speech training and therapy
3653,Speech Therapy(음성검사실),2007658,Other speech training and therapy
3654,"Speech Therapy(음성검사실),산재",2007658,Other speech training and therapy
3655,Speech-Language Evaluation(PSY)-120min,44788943,Speech assessment
3656,Speech-Language Evaluation(PSY)-150min,44788943,Speech assessment
3657,Speech-Language Evaluation(PSY)-60min,44788943,Speech assessment
3658,Speech-Language Evaluation(PSY)-90min,44788943,Speech assessment
3659,Speech-Language Therapy(PSY),2007658,Other speech training and therapy
3660,Speech-Language Therapy(PSY)-20m,2007658,Other speech training and therapy
3661,Speech-Language Therapy(PSY)-30m,2007658,Other speech training and therapy
3662,Speech-Language Therapy(PSY)-50m,2007658,Other speech training and therapy
3663,Spermatocelectomy,4265676,Excision of varicocele
3664,SPINAL ANESTHESIA,4332593,Spinal anesthesia
3665,Spinal nerve root(PAN),4333816,Local anesthetic block on spinal nerve root
3666,Spinal Tapping,2110609,"Spinal puncture, lumbar, diagnostic"
3667,SPINE MRI POSTOP,4082841,MRI of lumbar spine
3668,SPINE SAGITTAL MRI,4082841,MRI of lumbar spine
3669,"SPIROMETRY,ITVC,MBC",2314008,"Bronchodilation responsiveness, spirometry as in 94010, pre- and post-bronchodilator administration"
3670,"Spleen Biopsy,Percutaneous",4095392,Deep fine needle aspiration biopsy under radiologic guidance
3671,SPLENECTOMY,44511352,Total splenectomy
3672,Splenectomy total,44511352,Total splenectomy
3673,"Splenectomy,Total",4125482,Splenectomy
3674,Splenorrhaphy,4125482,Splenectomy
3675,Splint Thickness skin graft(others 25cm이상-100cm,4291637,Split thickness skin graft
3676,Split night polysomnograhy,2314098,"Polysomnography; any age, sleep staging with 1-3 additional parameters of sleep, attended by a technologist"
3677,Split-night Polysomnography,2314098,"Polysomnography; any age, sleep staging with 1-3 additional parameters of sleep, attended by a technologist"
3678,Spontaneous and gaze nystagmus test,2313714,"Spontaneous nystagmus test, including gaze and fixation nystagmus, with recording"
3679,Spontaneous and Gaze nystagmus test,2313714,"Spontaneous nystagmus test, including gaze and fixation nystagmus, with recording"
3680,Sputum induction,4151422,Sputum examination
3681,Sputum Induction Test,4151422,Sputum examination
3682,S-Repair of Bankart lesion,4343908,Ligament reconstruction
3683,S-Repair of Bankart lesion,4072048,Reconstruction of tendon sheath
3684,S-Repair of Labrum,4343908,Ligament reconstruction
3685,S-Repair of Labrum,4072048,Reconstruction of tendon sheath
3686,S-Repair of Rotator Cuff(2.5cm미만의 1개),4343908,Ligament reconstruction
3687,S-Repair of Rotator Cuff(2.5cm미만의 1개),4072048,Reconstruction of tendon sheath
3688,SRY PCR,40482792,Quantitative PCR analysis
3689,SSR(NEUR),43528026,"Simultaneous, independent, quantitative measures of both parasympathetic function and sympathetic function, based on time-frequency analysis of heart rate variability concurrent with time-frequency analysis of continuous respiratory activity, with mean he"
3690,SSR(RM),43528026,"Simultaneous, independent, quantitative measures of both parasympathetic function and sympathetic function, based on time-frequency analysis of heart rate variability concurrent with time-frequency analysis of continuous respiratory activity, with mean he"
3691,Standard & sleep EEG(18채널이상),4088246,Sleep electroencephalogram
3692,Standard & sleep EEG(digital),4088246,Sleep electroencephalogram
3693,Standard EEG(18채널이상),4181917,Electroencephalogram
3694,Standard EEG(disital)(18채널이상),4181917,Electroencephalogram
3695,"Standard True test, 24종목",4205590,Skin test
3696,"Standard True test,24종목(ALMD)",4205590,Skin test
3697,STAPEDIAL REFLEX DECAY TEST,4167674,Acoustic reflex testing
3698,Static Cervical Traction,44515600,Skin traction
3699,Static Pelvic Traction,44515600,Skin traction
3700,Static Pneumatic Compression,4179398,Intermittent pneumatic compression therapy
3701,Static Quantitative Perimetry(Bilateral),2007811,Visual field study
3702,Static Quantitative Perimetry(unilateral,2007811,Visual field study
3703,STELLATED G.B,4142322,Sympathetic nerve or ganglion block
3704,"Stent Implantation, Coronary(Additionl Vessel)",44816356,"Transcatheter placement of an intravascular stent(s) (except lower extremity, cervical carotid, extracranial vertebral or intrathoracic carotid, intracranial, or coronary), open or percutaneous, including radiological supervision and interpretation and in"
3705,Stereoacuity test,4099547,Binocular vision test
3706,Stereotactic Aspiration of Hematoma,2110541,"Stereotactic biopsy, aspiration, or excision, including burr hole(s), for intracranial lesion"
3707,Stereotactic Biopsy,4201001,Hypophysectomy
3708,Stereotactic Thalamotomy(Simple),4201001,Hypophysectomy
3709,Stereotactic Thalamotomy+Flu+Ventri(Simple),4201001,Hypophysectomy
3710,Stereotactic Tissue Transplantation,4201001,Hypophysectomy
3711,Stereotaxic Hypophysectomy(Simple),4201001,Hypophysectomy
3712,Steroid sulfatase Deficiency(FISH),4142271,Fluorescence in situ hybridization
3713,STOMA CARE,46271823,Management of stoma care
3714,STR Microsatellite polymorphism(이식후),4235139,Restriction fragment length polymorphism analysis
3715,"STRABISMUS(COMPLEX,MULTIPLE)",4214521,Strabismus surgery
3716,"STRABISMUS(SINGLE,SIMPLE)",2111061,"Strabismus surgery, recession or resection procedure; 1 vertical muscle (excluding superior oblique)"
3717,Stress Echo.(exercise),4306147,Diagnostic Doppler ultrasonography
3718,Stroboscopy,4092980,Laryngeal stroboscopy
3719,Stroboscopy(재진),44788943,Speech assessment
3720,Stroboscopy(초회),44788943,Speech assessment
3721,STSG(OTHER 25㎠~ 99㎠),4291637,Split thickness skin graft
3722,Subclavian Catheter Removal,4080499,Dressing of wound
3723,Subconjunctival Injection,4252594,Subconjunctival injection
3724,Subcutaneous Tenotomy,4234382,Ligation of blood vessel
3725,SUBCUTANEOUS TENOTOMY,4041632,Subcutaneous tenotomy
3726,SUBCUTANEOUS TENOTOMY,4041632,Subcutaneous tenotomy
3727,Subcutaneous Tenotomy L,4234382,Ligation of blood vessel
3728,Subcutaneous Tenotomy M,4234382,Ligation of blood vessel
3729,Subcutanous Flap,4323157,Plastic repair by z plasty
3730,Subdural or extradural,2110419,"Craniectomy or craniotomy for evacuation of hematoma, supratentorial; extradural or subdural"
3731,Subdural Puncture,4127481,Cervical puncture
3732,Subdural Puncture,4064769,Puncture of cisterna magna
3733,Subgingival Curettage(1/3악,4220704,Subgingival curettage
3734,SUBMUCOSAL INFERIOR TURBINECTO,2001044,Turbinectomy
3735,SUBMUCOSAL RESECTION,2106257,"Septoplasty or submucous resection, with or without cartilage scoring, contouring or replacement with graft"
3736,SUBTOTAL GASTRECTOMY,4174035,Subtotal gastrectomy
3737,"Subtotal Gastrectomy c LND,Distal",4310408,Distal subtotal gastrectomy
3738,"Subtotal Gastrectomy c LND,Distal(Laparoscopic)",4310408,Distal subtotal gastrectomy
3739,SUBTOTAL GASTRECTOMY(PARTIAL-림프절청소포함),2002550,Other partial gastrectomy
3740,Subtotal Gastrectomy-Distal(림프절청소포함),4310408,Distal subtotal gastrectomy
3741,Suction and Curettage (S & C),2110316,Cesarean delivery only
3742,Suction Drainage and care after Operation,4124141,Continuous suction drainage
3743,Suction Drainage L,4164516,Suction drainage
3744,Suction Drainage S,4164516,Suction drainage
3745,Superf incisional bx(etc),4321986,Incisional biopsy
3746,Superf needle bx(etc),4266866,Superficial fine needle aspiration biopsy
3747,Supportive Group Psychotherapy,2213548,Group psychotherapy (other than of a multiple-family group)
3748,Supra oribital N.B(SONB),4140397,Local anesthetic nerve block
3749,Sural Nerve Block,4336456,Local anesthetic femoral nerve block
3750,Sural Nerve Block *0.5,4336456,Local anesthetic femoral nerve block
3751,Surgery for Entropion,2111127,"Repair of entropion; extensive (eg, tarsal strip or capsulopalpebral fascia repairs operation)"
3752,SURGICAL REMOVAL OF TOOTH,2001119,Surgical removal of tooth
3753,SURGICAL REMOVAL OF TOOTH,2001119,Surgical removal of tooth
3754,Surgical Wound Dressing L,4080499,Dressing of wound
3755,Surgical Wound Dressing M,4080499,Dressing of wound
3756,Surgical Wound Dressing S,4080499,Dressing of wound
3757,SURGICAL WOUNDDRESSING(INFECT),4080499,Dressing of wound
3758,SURGICAL WOUNDDRESSING(SIMPLE),4080499,Dressing of wound
3759,"Suture & Plasty  (안검창상봉합, 20F)",4125906,Suture open wound
3760,"SUTURE & PLASTY L (안검창상봉합, 40F)",4125906,Suture open wound
3761,"SUTURE & PLASTY M (안검창상봉합, 30F)",4125906,Suture open wound
3762,Suture of Conjunctiva,4219893,Suture of conjunctiva
3763,"Suture of Extraoral Would with Debridment,大",4057680,Debridement and suture
3764,"Suture of Extraoral Wound, 大",4125906,Suture open wound
3765,"Suture of Extraoral Wound, 小",4125906,Suture open wound
3766,"Suture of Extraoral Wound, 中",4125906,Suture open wound
3767,Suture of eyelid lacer.(simple),44509067,Suture of eyelid
3768,"Suture of Facial, 근육에 달하는 것",4125906,Suture open wound
3769,"Suture of Intraoral Wound with Debridement,大",4057680,Debridement and suture
3770,"Suture of Intraoral Wound(Lingua,Palate,Floor of Mouth),2.5cm이하",2108649,Repair of laceration 2.5 cm or less; floor of mouth and/or anterior two-thirds of tongue
3771,"Suture of Lacerated Eyelid,simple",44509067,Suture of eyelid
3772,"Suture of Laceration, 5cm 이상",4213005,Closure of skin by suture
3773,"Suture of Laceration, 근육 장기에 달하는",4213005,Closure of skin by suture
3774,Suture of Multiple Face Wound,4125906,Suture open wound
3775,Suture of Sclera,2000554,Suture of laceration of sclera
3776,Suture of Stomach and Duodeum Perforation,2108998,"Gastrorrhaphy, suture of perforated duodenal or gastric ulcer, wound, or injury"
3777,Suture of The Wound  2.5cm~5.0cm 미만,4213005,Closure of skin by suture
3778,Suture of The Wound  5cm 이상,4213005,Closure of skin by suture
3779,Suture of The Wound 안면 3cm 이상,4125906,Suture open wound
3780,Suture of The Wound 안면근육에 달하는 것,4125906,Suture open wound
3781,"Suture of The Wound(구강내봉합,혀,구강저,구개부 2.5cm이하)",2108649,Repair of laceration 2.5 cm or less; floor of mouth and/or anterior two-thirds of tongue
3782,Suture of Wound,4213005,Closure of skin by suture
3783,Suture Remove,4080499,Dressing of wound
3784,"Suture, Transsection of Muscle, Tendon, Ligament",4041632,Subcutaneous tenotomy
3785,"Suture, Transsection of Muscle, Tendon, Ligament",4041632,Subcutaneous tenotomy
3786,"Suture,Transsection of Muscle,Tendon,Ligament(MBO)",4343908,Ligament reconstruction
3787,"Suture,Transsection of Muscle,Tendon,Ligament(MBO)",4072048,Reconstruction of tendon sheath
3788,SVT,4049987,Radiofrequency ablation operation for arrhythmia
3789,Swallowing Evaluation(X-ray),2313772,Evaluation of oral and pharyngeal swallowing function
3790,Swan.cath cardiac output,2313912,"Indicator dilution studies such as dye or thermodilution, including arterial and/or venous catheterization; subsequent measurement of cardiac output"
3791,Swan-Ganz Cath insertion,2313886,"Insertion and placement of flow directed catheter (eg, Swan-Ganz) for monitoring purposes"
3792,SYMPHYSIS.BOBY & ANGLE MANDIBL,2004929,Open reduction of mandibular fracture
3793,Syncope ( 실신검사),4306147,Diagnostic Doppler ultrasonography
3794,Synovectomy (ankle),4027004,Excision of joint
3795,Synovectomy (elbow),4027004,Excision of joint
3796,T&T olfactometer,4091871,Olfaction test
3797,"T.S.A, Medium",4200418,Parathyroidectomy
3798,"T.S.A, Small",4200418,Parathyroidectomy
3799,"TAH&without Lymphadenectomy,complex",2004486,Other and unspecified hysterectomy
3800,TAH&without Lymphadenectomy-simple,2004486,Other and unspecified hysterectomy
3801,"Tampon Change, Rubber Drain Change",42739584,Postoperative Management Only
3802,Targeted echo(OBGY),4306147,Diagnostic Doppler ultrasonography
3803,TB. Node Dissection,4064257,Excision of regional lymph nodes
3804,TBLB (Transbronchial Lung Biopsy),4206027,Bronchoscopy with biopsy
3805,TCD + Bubble test(뇌혈관+난원공 버블검사),4306147,Diagnostic Doppler ultrasonography
3806,TCD + MES Monitoring(뇌혈관초음파 + 미세색전모니터,4306147,Diagnostic Doppler ultrasonography
3807,TCD + Syncope (뇌혈관초음파 +실신검사),4306147,Diagnostic Doppler ultrasonography
3808,TCD Cerebral autoregulation(Thigh-cuff),4306147,Diagnostic Doppler ultrasonography
3809,TCD Cerebral autoregulation(Thigh-cuff+Valsalva),4306147,Diagnostic Doppler ultrasonography
3810,TCD Cerebral autoregulation(Valsalva),4306147,Diagnostic Doppler ultrasonography
3811,TCD dizziness & continuous BP monitoring,4306147,Diagnostic Doppler ultrasonography
3812,TCD PFO Test,4306147,Diagnostic Doppler ultrasonography
3813,TCD PFO(Limited),4306147,Diagnostic Doppler ultrasonography
3814,TCD VMR,4306147,Diagnostic Doppler ultrasonography
3815,TCD VMR(Limited),4306147,Diagnostic Doppler ultrasonography
3816,TCD(Limited),4306147,Diagnostic Doppler ultrasonography
3817,TCD(NS용),4306147,Diagnostic Doppler ultrasonography
3818,TCD(trans cranial doppler),4306147,Diagnostic Doppler ultrasonography
3819,TCD(trans cranial doppler) F/U,4306147,Diagnostic Doppler ultrasonography
3820,TDI 기관지 유발검사,4182203,Provocative test
3821,Telemetry(1일당),4187078,Electrocardiographic monitoring
3822,TEMPORARY SPLINTING(3치이하),4071010,Splinting of teeth
3823,temporary splinting(4치이상),4071010,Splinting of teeth
3824,"Temporay Splinting(1악당), 3치이하",4071010,Splinting of teeth
3825,"Temporay Splinting(1악당), 4치이상",4071010,Splinting of teeth
3826,Tendon Lengthening,4343908,Ligament reconstruction
3827,Tendon Lengthening,4072048,Reconstruction of tendon sheath
3828,"Tendon Repair, Finger, Toe",4041632,Subcutaneous tenotomy
3829,TENOLYSIS,4196231,Lysis of adhesions of tendon
3830,TENOLYSIS,4196231,Lysis of adhesions of tendon
3831,Tenolysis,4196231,Lysis of adhesions of tendon
3832,Tenolysis M,4196231,Lysis of adhesions of tendon
3833,"Tenolysis,복잡",4196231,Lysis of adhesions of tendon
3834,"Tenorraphy, Simple",4041632,Subcutaneous tenotomy
3835,Tenotomy,4234382,Ligation of blood vessel
3836,Therapeutic Arthrocentesis (Unilateral),2005951,Arthrocentesis
3837,Therapeutic Ganglion Aspiration,4312604,Puncture procedure
3838,THERAPEUTIC LUMBAR PUNCTURE,2110609,"Spinal puncture, lumbar, diagnostic"
3839,Therapeutic Lymphnode Puncture,4312604,Puncture procedure
3840,Therapeutic Paracentesis,42742539,Abdominal paracentesis (diagnostic or therapeutic); without imaging guidance
3841,Therapeutic Pericardiocentesis,4149930,Pericardiocentesis
3842,Therapeutic Thoracentesis,2001430,Thoracentesis
3843,Therapeutic Thyroid Cyst Aspiration,4312604,Puncture procedure
3844,Therapeutic Tympanic Aspiration (unilateral),4160183,Tympanocentesis
3845,Thoracentesis,2001430,Thoracentesis
3846,Thoracentesis(응급의료),2001430,Thoracentesis
3847,THORACENTESIS(전문의시행),2001430,Thoracentesis
3848,"Thoracostomy, Closed",2001418,Closure of thoracostomy
3849,"Thoracostomy, Closed",2001418,Closure of thoracostomy
3850,"Thoracotomy, Exploratory",4096152,Exploratory thoracotomy
3851,Thrombectomy using aspiration device(intracranial),4085113,Percutaneous thrombolysis
3852,"Thrombectomy,Others Artery",4287324,Thrombectomy of artery
3853,Thyroglobulin Ag,46233165,Diagnostic endocrinology
3854,Thyroid & Neck USG(재진),4306147,Diagnostic Doppler ultrasonography
3855,Thyroid & Neck USG(NEW),4306147,Diagnostic Doppler ultrasonography
3856,Thyroid Aspiration,4312604,Puncture procedure
3857,Thyroid Cytology BRAF-Sequencing,4038339,Gene mutation analysis
3858,Thyroid needle biopsy,2000265,Closed [percutaneous] [needle] biopsy of thyroid gland
3859,Thyroid Puncture Biopsy,4266866,Superficial fine needle aspiration biopsy
3860,Thyroid Scan(Single/I-131),4294170,Radionuclide thyroid imaging
3861,Thyroid Scan(Single/Tc-99m),4294170,Radionuclide thyroid imaging
3862,Thyroid SONO(ED),4306147,Diagnostic Doppler ultrasonography
3863,THYROID STIMULATING IgE,46233165,Diagnostic endocrinology
3864,THYROID USG,4306147,Diagnostic Doppler ultrasonography
3865,"Thyroidectomy & Parathyroidectomy, Total, Bilateral",2000273,Complete thyroidectomy
3866,"Thyroidectomy & Parathyroidectomy, Total, Unilateral",2000273,Complete thyroidectomy
3867,THYROIDECTOMY SUBTOTAL UNILATE,44508167,Subtotal thyroidectomy
3868,"Thyroidectomy Subtotal,Unilateral",44508167,Subtotal thyroidectomy
3869,THYROIDECTOMY TOTAL BILATERAL,2000273,Complete thyroidectomy
3870,THYROIDECTOMY TOTAL UNILATERAL,2000273,Complete thyroidectomy
3871,"Thyroidectomy Total,Bilateral",2000273,Complete thyroidectomy
3872,"Thyroidectomy Total,Unilateral",2000273,Complete thyroidectomy
3873,"Thyroidectomy,Subtotal,Uni.",44508167,Subtotal thyroidectomy
3874,"Thyroidectomy,Subtotal,Uni. by Endoscopy",44508167,Subtotal thyroidectomy
3875,"Thyroidectomy,Total,Bi.",2000273,Complete thyroidectomy
3876,"Thyroidectomy,Total,Bi. by Endoscopy",2000273,Complete thyroidectomy
3877,"Thyroidectomy,Total,Uni.",2000273,Complete thyroidectomy
3878,"Thyroidectomy,Total,Uni. by Endoscopy",2000273,Complete thyroidectomy
3879,Thyroid-Stimulating Immunoglobulin,46233165,Diagnostic endocrinology
3880,Tibial N.B,4200837,Injection of anesthetic agent into sciatic nerve
3881,Tibial Nerve SEP(PM),2314140,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in lower limbs"
3882,Tilting table test,2314136,"Testing of autonomic nervous system function; cardiovagal innervation (parasympathetic function), including 2 or more of the following: heart rate response to deep breathing with recorded R-R interval, Valsalva ratio, and 30:15 ratio"
3883,Tissue Expander Insertion L,4323157,Plastic repair by z plasty
3884,Tissue Expander Insertion M,4323157,Plastic repair by z plasty
3885,Tissue Expander Insertion S,4323157,Plastic repair by z plasty
3886,Tissue Expander Insertion(화상치료목적),4122977,Skin flap operation
3887,Tissue Oxygen Perfusion Scan,4205771,Ultrasonography of soft tissue
3888,T-L JUNCTION BLOCK,4333294,Transsacral local anesthetic nerve block
3889,TMD Splint/Anterior Repositioning-Simple,4071010,Splinting of teeth
3890,TMD Splint/follow-up Management-Complex,4071010,Splinting of teeth
3891,TMD Splint/follow-up Management-Moderate,4071010,Splinting of teeth
3892,TMD Splint/follow-up Management-Simple,4071010,Splinting of teeth
3893,TMD Splint/Remake-Complex,4071010,Splinting of teeth
