localcodename,concept_id,CONCEPT_NAME
RENOFOAM HEEL DRESSING 13*10CM(2겹),4224205,Polyurethane foam sterile film dressing
RESORB X PLATE STR.4H,45764347,"Craniofacial fixation plate, bioabsorbable"
SAFEPASS GENERAL 10MM,45763434,Laparoscopic trocar
SEPARATOR ACCESS SYSTEM troca,45763434,Laparoscopic trocar
SILASTIC T-TUBE(8-0),4119524,Biliary T-tube
Silicon Nephrostomy Catheter all sIze,45773438,Nephrostomy catheter
SM-PORT TROCAR 11*95MM,45763434,Laparoscopic trocar
SOFSILK 3/0 GS-67-M,45760330,"Silk suture, sterile"
SORBACT TAMPONADE 5*200cm,45772557,"Wound-nonadherent dressing, absorbent, antimicrobial"
STANDARD  COOK  WIRE   0.032(J)145,4159813,Guide wire
STERI STRIP SKIN CLOSURE 1/2'X4',45759807,Skin-closure adhesive strip
SURGI BRA MEDIUM LT,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
SURGI BRA(양쪽형) L-b,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
T.P.N BAG   ,45759358,Parenteral/enteral solution bag
TEFLON COATED G/W (T-J TIP)   0.28,4159813,Guide wire
TERUMO INTRODUCER (LONG SHEATH) 8F-25CM,45761573,Catheter introducer
"THORACIC CATHTER (CHEST TUBE) 28FR, RT",45759690,Thoracic drain
THR EPF PLUS ACETABULAR CUP(엔도젠),45761793,Acetabular shell
THR TRABECULAR METAL MODULAR CUP(삼라바이오),45761793,Acetabular shell
THR TRILOGY ACETABULAR HIP BONE SCREW(삼라),45764176,"Orthopedic bone screw, non-bioabsorbable, non-sterile"
TRACHEOSTOMY TUBE 6.0,4121540,Tracheostomy tube cuff
TRACHEOSTOMY TUBE ADJUSTABLE 6.0,4044008,Tracheostomy tube
TRACHEOSTOMY TUBE UNCUFFED PLAIN 3.0,4044008,Tracheostomy tube
TVT-OBTURATOR,45764979,Female-incontinence vaginal insert
ULTIMA OPCAB SYSTEM,4292082,Surgical instrument
ULTRA THIN  MEDITECH   5Fr. 8.0(20)125,4259287,Angioplasty balloon catheter
URINE BAG   2000ML,4184824,Urinary collection bag
U-TRACTOR SMALL,45764864,Externally-anchored laparoscopic retractor
VERTEBROPLASTY CEMENT 22.5G,4245414,Bone cement
VICRYL 1/0 W9430,45758977,Polyglactin suture
VICRYL 4/0 J743D,45758977,Polyglactin suture
V-LOC 90 4/0 ENDO ABSORBABLE SUTURE VLOCM1203,4085090,Absorbable ligature
Yasagil A-Clip FE784,45761998,Aneurysm clip
YASAGIL STAND ANEURYSM CLIP FT810T PERMAN ,45761998,Aneurysm clip
베타폼(BETAFOAM) 10X20CM / 5mm,4296916,Polyurethane foam film dressing sterile without adhesive border 10cm x 10cm square
EBCU-72200147,4207693,Suture button
GENESIS II ARTICULAR INSERT,2719694,"Addition to knee joint, disc or dial lock for adjustable knee flexion, each joint"
GENESIS II TIBIAL COMPONENT,2720091,"Replacement, socket, below knee, molded to patient model"
MICRO STENT(S7),45767945,Coronary artery stent
MINI PLATE RIGHT ZED 15MM(210-0020),45764348,"Craniofacial fixation plate, non-bioabsorbable"
OSTEOTRANS-MX 1.0 PLATE STR.4H OPA4S,4098108,Bone plate
STONE BASKET SEGURA 2.4FR-O-TIP,4290438,Stone retrieval basket
SUGITA ANEURYSM CLIP LARGE   BENT NO.12,45761998,Aneurysm clip
SUR-FIT NATURA DURAHESIVE WAFER 57/45,2614799,"Ostomy skin barrier, with flange (solid, flexible or accordion), with built-in convexity, any size, each"
TRIO-EP Introducer(10Fr),45758313,Hemostasis valve obturator
UNIVENT BRONCHUS TUBE 8.0,4327418,Endotracheal tube with bronchial blocker
VENOUS CANNULA(RT) ANGLE METAL TIP 24FR,4124293,Venous cannula
VERTEX SELECT SCREW SET(석영),45761303,Bone-screw internal spinal fixation system
2.4 EMERGENCY SCREW 6MM-12MM,45773261,"Craniofacial bone screw, non-bioabsorbable"
222 2단계(30-40mmHg)코튼 허벅지형,4082555,Antithromboembolic stockings
네오드레싱-IV용 6CM*7CM*IV,4271310,Tubular bandage
스토마히시브파우더 28.3G,2614797,"Ostomy skin barrier, powder, per oz"
치과 관혈적 정복술용 BURR & SAW,4008955,Surgical saw
ACE GRIP MULTIFUSION,4271310,Tubular bandage
ACHIEVE OFF-PUMP SYSTEM,4292082,Surgical instrument
AMBU ACE NECK COLLAR-소아용,4272956,Cervical collar
AMPLATZER DELIVERY 2 SYSTEM,45761396,Cardiac occluder delivery kit
ANTIBACTERIAL FOLEY CATHETER 14FR,2614772,"Indwelling catheter, foley type, two-way, all silicone, each"
ANTIEMBOLISM STOCKING THIGH ALBAHEALTH CARE 18MMHG,2614875,"Surgical stockings thigh length, each"
AORTIC CANNULA STR   14Fr.,45763508,Aorta cannula
ARM BOARD WF-03(중),45764068,Armboard
"ARTIFIX STANDARD FIXATOR SYSTEM(F,T,H,FOREARM)",45764599,"External orthopedic fixation system, single-use, sterile"
AXIUM DETACHABLE COIL SYSTEM,45767450,Neurovascular embolization coil
BAND SECUEX H,4219810,Hemostatic gauze product
BIATAIN SOFT HOLD 10*10CM 3470,4296908,Polyurethane foam film dressing sterile with adhesive border 10cm x 10cm square
BIOSORB SCREW 2.0MM,45764342,"Craniofacial bone screw, bioabsorbable"
BLACK SILK 5/0 W581,45760330,"Silk suture, sterile"
BLACK SILK 7/0 W817,45760330,"Silk suture, sterile"
Blue Nylon 5/0 NB528,45758903,"Nylon suture, monofilament"
BLUE-MAX BALLOON CATH MIDDLE(6-12MM),4259287,Angioplasty balloon catheter
BONE MARROW BIOPSY NEEDLE 11G X 10CM,45761512,"Bone marrow biopsy needle, single-use"
BREATHING CIRCUIT RT202/LM OPT544,45767464,"Respiratory gas heating wire, infant"
CANNULATED WASHER,45758516,Orthopedic bone washer
CD(수탁환자용),45760161,Recordable CD
CEB IDEAL COHESIVE BANDAGE 8CM*5M,2721403,"Compression bandage, roll"
CHROMIC 4-0   W480,45761207,"Catgut suture, chromic"
CLOSED SUCTION CATHETER SET 성인용,4129642,Closed-circuit suction catheter
COLOPLAST BAG 70ML(6818:맥진),4225137,Colostomy bag
CONVEEN DRAINAGE BAG/ URINE BAG-1500ML,4184824,Urinary collection bag
COTTON-LEUNG BILIARY STENT ,4234567,Biliary stent
CPK FIX BANDAGE 2.5CM*4M,2721403,"Compression bandage, roll"
CRANOFIX(FF101T) 16MM,45761758,Cranial bone flap fixation clamp
"DHS Plate Set,Titanium",4120709,DHS plate
Dual Knife,37397097,"Endoscopic electrosurgical electrode, monopolar, single-use"
ELA BAND 3',4313938,Elastic bandage
ENDO CLIP ML    176657,45758369,"Ligation clip, metallic"
ENDO GIA II CARTILAGE 60-2.5,45765044,"Endoscopic manual linear cutting stapler, single-use"
Endo Tube Cuff 3.5 (우삼),4331031,Endotracheal tube cuff
Endo Tube Cuff 6.5 (우삼),4331031,Endotracheal tube cuff
EXOLENT SPINE,4245414,Bone cement
FILM HR   8'*10',45768234,Medical x-ray film
FIXED CURVE E.P CATHTER DECAPOLAR,45761958,"Electrophysiology cardiac catheter, single-use"
FOGARTY CATHETER REGULAR TIP 4Fr 80,45770943,Embolectomy/thrombectomy catheter
FOGARTY CATHETER REGULAR TIP 6Fr 80,45770943,Embolectomy/thrombectomy catheter
GR2000 Splint 5*30,2614911,"Special casting material (e.g., fiberglass)"
GUIDE WIRE 0.038' 16054-001,4159813,Guide wire
GUIDING CATH (MEDITRONIC)All,45761363,Coronary artery guide catheter
INNO-INFU TAX FILTER SET 1.2UM,45765107,Infusion line reference standard
IV FILTER SET(3AN) 5UM,45762899,Intravenous line filter
JUDKINS(R) TRIGUIDE-PLUS SCIMED,45761363,Coronary artery guide catheter
KYPHX HV-R BONE CEMENT,4245414,Bone cement
LARYNGEAL MASK I-GEL 4/ 50-90KG,4106029,Laryngeal mask
LASER FILM LI-HM 14'X17',45768234,Medical x-ray film
LC-DCP CANCELLOUS SCREW SHORT THREAD   4.0/50MM,4239189,Bone screw
LC-DCP CORTEX SCREW TIT.   3.5/22MM,4239189,Bone screw
MAXI SCREW 2.4*18MM 24-MX-018,45773261,"Craniofacial bone screw, non-bioabsorbable"
MEDIFOAM 2(5CM * 10CM),4224205,Polyurethane foam sterile film dressing
Mediform5 20*20,4270177,Polyurethane foam film dressing sterile without adhesive border 20cm x 20cm square
MEMORY STONE BASKET 5FR(COOK),4290438,Stone retrieval basket
MEPILEX BORDER LITE 4*5CM,4224205,Polyurethane foam sterile film dressing
MIC-KEY GASTROSTOMY TUBE 16FR,45763425,Gastrostomy tube
MICRO BONE PLATE ORBITAL 8HOLE,45764348,"Craniofacial fixation plate, non-bioabsorbable"
MICRO ORBITAL PLATE 10H   01-7130                       ,45764348,"Craniofacial fixation plate, non-bioabsorbable"
MICRO PLATE CURVED,45764348,"Craniofacial fixation plate, non-bioabsorbable"
MICRO SCREW 1.5*6MM 15-MC-006,45773261,"Craniofacial bone screw, non-bioabsorbable"
MICRO SCREW 25-070-08,45773261,"Craniofacial bone screw, non-bioabsorbable"
MICRO SCREW 9/1.5 DIA   01-7209 ,45773261,"Craniofacial bone screw, non-bioabsorbable"
MICROPLEX COMPLEX COIL,45767450,Neurovascular embolization coil
MINI PLATE 6H 20-ST-006,45764348,"Craniofacial fixation plate, non-bioabsorbable"
MINI PLATE RIGHT 23MM 20-LR-404,45764348,"Craniofacial fixation plate, non-bioabsorbable"
mini screw 2.0mm*4mm(202-2004),45773261,"Craniofacial bone screw, non-bioabsorbable"
MITRAL HEART VALVE TISSUE   27,4085258,Biologic cardiac valve prosthesis
MITRAL HEART VALVE TISSUE   31,4085258,Biologic cardiac valve prosthesis
MRDPOR PTERIONAL IMPLANT.RT 9864,45761346,Cranioplasty sheet
MULTIFIX L,4271310,Tubular bandage
NASAL SPLINT(AQUAPLAST SPLINT) 3'X3',45764208,External nasal splint
NEPTUNE PAD,4219052,Hemostat
NEURO PLATE 2H MED   01-7345,45764348,"Craniofacial fixation plate, non-bioabsorbable"
NEW YOGIPS LONG LEG HLL-720(N),4332647,Long leg splint
NITI-S COLON STENT COVER 8CM,45764339,Bare-metal colonic stent
NOBORI TM DRUG ELUTING CORONARY STENT,45772824,Drug-eluting coronary artery stent
ONE THIRD TUBULAR PLATE TITANI all size,4106145,Third tubular plate
OPTICAL SEPARATOR KII 5*100,45763434,Laparoscopic trocar
OXYGENERATOR CAPIOX   SX18R ADULT,45759641,"Oxygen administration tent, adult"
PDS 5/0 W9098T(Z1013H),45758967,Polydioxanone suture
PDS II 6/0 Z1712H,45758967,Polydioxanone suture
PEHAHAFT LATEX FREE 4CM*4M,2721403,"Compression bandage, roll"
PROLENE 2-0 W8977,4262269,Sterile polypropylene monofilament suture
PROLENE 8/0 8732H,4262269,Sterile polypropylene monofilament suture
RETRIEVAL BALLOON CATHETER   5185,4124393,Balloon dilatation catheter
SAFIL B1078766,45758561,Polyglycolic acid suture
SAFIRE ABLATION CATH,45771459,"Cardiac mapping/radio-frequency ablation catheter, single-use"
"SAW,BURR-사지 및 관절수술(골반,대퇴,고관절,견관절,",4008955,Surgical saw
S-B TUBE 18FR,4230995,Sengstaken-Blakemore tube
SCS EXTENSION,2615862,"Adapter/extension, pacing lead or neurostimulator lead (implantable)"
SEPARATOR ACCESS TROCAR 5*100,45763434,Laparoscopic trocar
SINGLE CVP CATHETER-20G,4179206,Central venous catheter
SKINLINK-72542-00(6Ｘ70 mm),4117603,Wound glue
SPIRAL-FLEX REINFORCED TRACHEAL TUBE Cuff 5.5,4149922,Armored endotracheal tube
SPIRAL-FLEX REINFORCED TRACHEAL TUBE Cuff 6.5,4149922,Armored endotracheal tube
STATLOCK UNIVERSAL PLUS 6-8FR.VUPD68,40489931,Catheter stabilization device
SURGI BRA LARGE RT,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
SURGI BRA(양쪽형) M-b,2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type"
TA PREMIUM DLU CARTILAGE 30-4.8(015433),45765046,"Open-surgery manual linear stapler, single-use"
THORACIC CATHETER (NIPPRO)   36FRSTR ,45759690,Thoracic drain
TITANIUM ULTRA-MICRO PLATE-ST 8H,45764348,"Craniofacial fixation plate, non-bioabsorbable"
TKR MIS M/G FEMORAL COMPONENT(서광),4197312,Unicompartmental knee joint prosthesis
TRACHEAL INTUBATION FIXER,45762131,Endotracheal tube holder
TREK RX AND MINI TREK RX CORONARY DILATATION CATHE,45768093,Coronary angioplasty balloon catheter
Twist Cannula,45764775,Arthroscopic access cannula kit
UNI HEATED WIRE CIRCUIT ADULT/160CM,45767464,"Respiratory gas heating wire, infant"
UNIBOARD FLEX M,4048868,Spine board
VICRYL 3/0 W9120,45758977,Polyglactin suture
YASAGIL MINI ANEURYSM CLIP PERMAN  FT710T,45761998,Aneurysm clip
YASAGIL MINI ANEURYSM CLIP PERMAN  FT711T,45761998,Aneurysm clip
YASAGIL MINI ANEURYSM CLIP PERMAN  FT726T,45761998,Aneurysm clip
YASAGIL STAND ANEURYSM CLIP FT746T PERMAN ,45761998,Aneurysm clip
YASAGIL STAND ANEURYSM CLIP FT759T PERMAN ,45761998,Aneurysm clip
YASAGIL STAND ANEURYSM CLIP FT823T PERMAN ,45761998,Aneurysm clip
척추정복고정술용 ROD 120MM이하,37018272,Interspinous spinal fixation implant
"Cast bandage 3""",2614910,"Cast supplies (e.g., plaster)"
CIMEOSIL LASER GEL 5G,45767862,Scar management dressing
"CORTEX SCREW, STAINLESS STEEL-3.5MM",4239189,Bone screw
ENSEAL G 3MM CURVED TIP 45CM LSLG2C45,37397099,"Endoscopic electrosurgical electrode, bipolar, single-use"
GLSORB 1 45CM,45758561,Polyglycolic acid suture
INTRODUCER  SET   RCF-7.0,45761573,Catheter introducer
LARYSEAL BLUE #4(남자),4134718,Intubating laryngeal mask airway
LC-DCP NARROW PLATE   4.5/14H,4106989,LC-DCP plate
MAXI SCREW 2.4MM X 6MM(206-2406),45773261,"Craniofacial bone screw, non-bioabsorbable"
maxi screw 4mm(206-2404),45773261,"Craniofacial bone screw, non-bioabsorbable"
NC BANDIT   4.0,45768093,Coronary angioplasty balloon catheter
ONE STEP SPLINT 5x45,2614911,"Special casting material (e.g., fiberglass)"
PESSARY INCONTINENCE   #3,45765677,Vaginal contraceptive pessary
PROTAD IV 1.1ML,2615775,Adhesion barrier
SONG-LIM GASTRIC CATHETER,45767887,Gastrointestinal catheter
SURGICAL MEMBRAINE 12CMX12CMX0.1MM,4319272,Artificial membrane
Threaded K-Wire all size,4105206,K-wire
TURBO JECT PICC CATH SET SINGLE LUMEN,4161814,Peripherally inserted central catheter
VENOUS CANNULAE RT. ANGLE   22FR,4124293,Venous cannula
2Lumen CYS & UPP CATHETER 8F 9021P5082,4070667,Urinary catheter
2ND SKIN SCARGEL 15G,45767862,Scar management dressing
3.5 LC-DCP TITANIUM all size,4106989,LC-DCP plate
고관절치환용 Femoral Head,45758713,Metallic femoral head prosthesis
방수밴드랜드5호(60*80MM),45760856,Waterproof adhesive tape
복강경 재료대(내시경하 갑상선 수술포함),45767955,Laparoscopic surgical procedure kit
스토마히시브연고,2614829,"Ostomy skin barrier, non-pectin based, paste, per ounce"
장루용 복대(STOMA BELT) 8.0/S,4087970,Ostomy belt
ACE GRIP MONOFUSION,4271310,Tubular bandage
ANGIO CATHETER SIMMONS 1(JS),45771910,"Angiographic catheter, single-use"
ANGIO GUIDE WIRE(JS),4159813,Guide wire
AORTIC HEART VALVE TISSUE(박스터)21,4085258,Biologic cardiac valve prosthesis
APOLLO CORONARY DILATATION CATHETER,45768093,Coronary angioplasty balloon catheter
AQUACEL AG 2*45CM,4246818,Silver dressing
AQUACEL AG 5*5CM,4246818,Silver dressing
AUTOSUTURE(CDH29) 굴곡형,45771219,Intraluminal circular stapler
BALLOON REPLACEMENT GASTROSTOMY TUBE,4179073,Balloon gastrostomy tube
BASKET LITHOTOMY,4290438,Stone retrieval basket
BIATAIN SOFT HOLD 15*15CM 3475,4296910,Polyurethane foam film dressing sterile with adhesive border 15cm x 15cm square
Bio Pump SET(씨맥),4129113,Centrifugal pump
BLACK SILK 1-0   W214,45760330,"Silk suture, sterile"
BONE MARROW BIOPSY SET,45761512,"Bone marrow biopsy needle, single-use"
C.A.P.D TENCKHOFF CATH 37CM,40487896,Tenckhoff catheter
Capiox Oxygenator(삼양),45759641,"Oxygen administration tent, adult"
CAST SCOTCH ONE STEP SPLINT 5 *30',2614911,"Special casting material (e.g., fiberglass)"
COLOSTOMY PLATE(FLANGE)-100MM,4224190,Stoma flange
COMFORTEC GER CATHETER (DISPOSABLE PH ZAN-S61C01E-,45758856,Esophageal water-perfused manometric catheter
CORTICAL SCREW   4.5/18MM,4239189,Bone screw
CORTICAL SCREW   4.5/50MM,4239189,Bone screw
CURL CATHETER 62CM,40487896,Tenckhoff catheter
DAFILON 6/0 DSMP 11(BLUE),45758903,"Nylon suture, monofilament"
DEXON 1-0   9833-61,4106165,Dexon suture
DOKTUS COMPRESSION STOCKINGS (FULL THIGH LENGTH KK,2614875,"Surgical stockings thigh length, each"
DRESSING BANDAGE(슈퍼포아) 9*30,4224207,Non-woven fabric backed adhesive dressing
DST EEA 28MM,45771219,Intraluminal circular stapler
DVT-3000 SLEEVE 발형,2616705,"Segmental pneumatic appliance for use with pneumatic compressor, full leg"
E.V.D CATHETER 7.5FR,4234117,Ventricular intracranial catheter
EGIA ROTI.45 VASCULAR MED SULU,45765044,"Endoscopic manual linear cutting stapler, single-use"
ENDEAVOR RESOLUTE CORONARY STENT,45772824,Drug-eluting coronary artery stent
ENDO GIA Tri-Stapler Curved D.L.U 45TAN,45765044,"Endoscopic manual linear cutting stapler, single-use"
Endo Wire Tube Cuff 6.0,4149922,Armored endotracheal tube
ERBD BILIARY STENT   7Fr.-100mm,4234567,Biliary stent
ESOPHAGEAL STETHOSCOPE W/TEMP 81-040418 18FR,4236078,Esophageal stethoscope
ETHIBOND 2-0   10B52,4105230,Polyester suture
EXPORT ASPIRATION CATHETER,45762133,Embolectomy/thrombectomy suction catheter
EZ VAC 200-4.8JP,45761279,Closed-wound drainage reservoir suction bulb
FOGARTY CATHETER REGULAR TIP 3Fr 80,45770943,Embolectomy/thrombectomy catheter
GEENEN BILIARY STENT   GEPD-5-3,45772812,Pancreatic stent
GIA DST 80-4.8(BODY),45765046,"Open-surgery manual linear stapler, single-use"
GR-2001 CAST 4',4040386,Cast
GUIDE WIRE TERUMO GA35263   035(J)-260,4159813,Guide wire
"HANKILTECH, 4.5 CORTICAL(SELF TAPPING) SCREW",4239189,Bone screw
HYFENCE 3ml,2615775,Adhesion barrier
ILIZAROV TIBIA SET,4294190,External fixator using Ilizarov system
JUDKINS(L/SH)VISTA BRITE TIP  CORDIS   8Fr. 3.5,45761363,Coronary artery guide catheter
KELO-COTE 15G/TUBE,45767862,Scar management dressing
LACRIMAL INTUBATION 585126,45772027,Lacrimal intubation set
LACRIMAL INTUBATION(CRAWFORD)20-0185,45772027,Lacrimal intubation set
LC-DCP CANCELLOUS SCREW 6.5 THREAD   16/65MM,45764506,"Internal orthopedic fixation system, plate/screw, non-bioabsorbable"
LC-DCP CANCELLOUS SCREW FULL THREAD   32/35MM,45764506,"Internal orthopedic fixation system, plate/screw, non-bioabsorbable"
LC-DCP CANCELLOUS SCREW FULL THREAD   4.0/16MM,4239189,Bone screw
LCP CLAVICULAR HOOK PLATE,4098108,Bone plate
MAXON 1/0 6267-61,45759086,Polyglyconate suture
MAXON 5/0  6552-21,45759086,Polyglyconate suture
Mersilk 5/0 W580,45760330,"Silk suture, sterile"
MICRO NESTER EMBOLIZATION COIL,4008016,Embolization coil
MICRO SCREW 25-070-03,45773261,"Craniofacial bone screw, non-bioabsorbable"
MINI SCREW 2.0*8MM(202-2008)   ,45773261,"Craniofacial bone screw, non-bioabsorbable"
MITEK SUPER ANCHOR   210109,45759990,Surgical binding material anchor
Nasal Billiary Drainage Cath,45762340,Drainage biliary catheter
NATURA PLUS POUCH 투명 45mm,4225137,Colostomy bag
NEO DERMAL ACTIVATOR 5G,45768048,Wound therapy system
NEW YOGIPS SHORT ARM HSA-300(N) ,4042168,Short arm splint
NYLON 4/0 W319,45758903,"Nylon suture, monofilament"
OSSICULAR RECONSTRUCTION TOTAL 11-56305,4106149,Total ossicular replacement prosthesis
PAPILLOTOME(CLEVER CUT),4134705,Papillotome
PARTIALLY THREADED CANNULA 5.75*7 AR6564,45764775,Arthroscopic access cannula kit
PEEK CAGE ALL SIZE,4106975,Spinal cage
PERITONEAL CATHETER(SMALL) 43209,4150035,Peritoneal catheter
Premium Trocar-5mm*100,45763434,Laparoscopic trocar
PROLENE 3-0   W8976,4262269,Sterile polypropylene monofilament suture
Prolene 7/0 W8725,4262269,Sterile polypropylene monofilament suture
REEF HP PTA BALLOON CATH M(6-12MM),4259287,Angioplasty balloon catheter
RUNTHROUGH NS(PTCA GUIDE WIRE),45761299,"Cardiac catheter guidewire, single-use"
Smart stent,4232657,Vascular stent
SOLIS,4106975,Spinal cage
SPRINTER LEGEND BALLOON CATHETER,45768093,Coronary angioplasty balloon catheter
STEIMAN PIN,4300178,Bone pin
SUPRAPUBIC CATHETER   12FR,4117709,Suprapubic catheter
SURGIPRO 4/0 VP761X,4262269,Sterile polypropylene monofilament suture
Surgipro 4/0 VP-761X,4262269,Sterile polypropylene monofilament suture
SUTURE ETHIBOND 2/0 W10B54,4105230,Polyester suture
TA CARTILAGE   30-4.8,45765046,"Open-surgery manual linear stapler, single-use"
TA STAPLER   30-V3,45765046,"Open-surgery manual linear stapler, single-use"
TAXUS EXPRESS STENT,45772824,Drug-eluting coronary artery stent
TEGADERM + PAD(5X7CM)-3582,4229930,Wound management dressing
TEMPORARY CARDIAC PACING WIRE 3-0 FEP13,45764319,Temporary cardiac pacing catheter
Terumo guide wire short,4159813,Guide wire
THORACIC CATHETER 32FR(ANGLE/히포),45759690,Thoracic drain
THR BENCOX COREN STEM(코렌텍),45768061,Femoral stem prosthesis
TKR NEXGEN CR ARTICULAR SURFACE(서광),45771650,Mobile-bearing total knee prosthesis
TRACH CARE 12FR*54CM,45760232,Tracheal suction catheter
TRACHEOSTOMY TUBE   3.5MM,4044008,Tracheostomy tube
ULTRAXX NEPHROSTOMYBALLOON CATHETER(SHEATH포함),45773438,Nephrostomy catheter
UROSOFT URETERAL STENT(P/C TYPE)7FR-26CM,4120252,Ureteric stent
VENOUS CANNULA   28FR,4124293,Venous cannula
VICRYL 3/0 45CM SH 26MM CR J774D,45758977,Polyglactin suture
VICRYL PLUS 3/0 VCP316H,45758977,Polyglactin suture
VICRYL PLUS 4/0 VCP304H,45758977,Polyglactin suture
Yasagil A-Clip (FE720),45761998,Aneurysm clip
Yasagil A-Clip FE717,45761998,Aneurysm clip
YASAGIL MINI ANEURYSM CLIP PERMAN  FT720T,45761998,Aneurysm clip
YASAGIL STAND ANEURYSM CLIP FT819T PERMAN ,45761998,Aneurysm clip
YASAGIL STAND ANEURYSM CLIP FT850T PERMAN ,45761998,Aneurysm clip
ZEFON ARTERIAL ANCHOR BANDAGE,4271310,Tubular bandage
메디터치 AD 10CM*10CM,4296908,Polyurethane foam film dressing sterile with adhesive border 10cm x 10cm square
베타폼에프(BETAFOAM F) 10x26CM(5x20CM) / 2mm,4224205,Polyurethane foam sterile film dressing
BIATAIN SILICONE 12.5*12.5CM(33436),4296909,Polyurethane foam film dressing sterile with adhesive border 12.5cm x 12.5cm square
BLACK SILK 1/0 C027D,45760330,"Silk suture, sterile"
"Cast bandage 4""",2614910,"Cast supplies (e.g., plaster)"
EBCU-72200146,4207693,Suture button
Maxi LD PTA balloon,4096399,Intra-aortic balloon catheter
MINI PLATE RIGHT 18MM(210-0210),45764348,"Craniofacial fixation plate, non-bioabsorbable"
PEDIATRIC AORTIC PERFUSION CANNULA 14FR PAA-CB,45763508,Aorta cannula
SELF-DRILLING SCREW 1.5*5MM,4239189,Bone screw
SELF-DRILLING SCREW 1.5MM이하,4239189,Bone screw
S-FIX PLUS IV SF1(7*9CM),4271310,Tubular bandage
Silicone Foley CATHETER 3Way,2614772,"Indwelling catheter, foley type, two-way, all silicone, each"
VICRYL MESH-VM94,45764170,"Multi-purpose surgical mesh, synthetic polymer, bioabsorbable"
VOYAGER NC CORONARY BALLOON CATH,45763528,Imaging coronary angioplasty balloon catheter
222 2단계(30-40mmHg)코튼 한쪽다리형,4082555,Antithromboembolic stockings
4.5MM CORTEX SCREW(TIT),4239189,Bone screw
이지폼 20CMX20CM/5mm,4224205,Polyurethane foam sterile film dressing
컨바케어피부보호필름 5*5,2615063,"Skin barrier, wipes or swabs, each"
Acrysof SA60AT(특수렌즈),4208975,Intraocular lens implant
ADULT EVAQUA 2 BREATHING CIRCUIT,4105239,Breathing circuit
AESCULAP ENDO CLIP S/M PL574T(CHALLENGER TI-P) ,45758369,"Ligation clip, metallic"
ALEXIS HALS X-LARGE,45760849,"Wound retractor, intermediate/deep"
ALEXIS S C8301(2.5-6CM),45760849,"Wound retractor, intermediate/deep"
ALLOMATRIX INJECTABLE PUTTY-10.0CC,4128972,Allograft cancellous bone
ALTERNA 2P URO MAXITRANSⅠ50MM,4225145,Urostomy bag
AMPLATZ (L) BRITE TIP GUIDING CATHETER 6Fr. ALII,45761363,Coronary artery guide catheter
AMPLATZ (R) BRITE TIP GUIDING CATHETER 6Fr.ARII,45761363,Coronary artery guide catheter
ANAPA PLUS(AMBIX ANAPLUS) LP1040,45758185,Patient-controlled analgesia infusion pump
ANGIO SEAL,45768120,Femoral artery compression system
ANTI EMBOLISM STOCKING THIGH(BAND) M(광혜),4082555,Antithromboembolic stockings
ANTI-EM GP STOCKINGS THIGH M(베스트),2614875,"Surgical stockings thigh length, each"
AQUACEL AG 15*15CM,4246818,Silver dressing
BLACK SLIK 5/0 SK526P,45760330,"Silk suture, sterile"
BYPASS(R) BRITE TIP CORDIS,45761363,Coronary artery guide catheter
CAST   6',2614910,"Cast supplies (e.g., plaster)"
CHAPERON GUIDING CATHETER,45772243,Intravascular guiding catheter
CICA CARE(12CM * 15CM),4236607,Silicone gel sheet dressing
CONTINANCE-요실금재료,4224994,Incontinence appliance
CORTICAL SCREW   4.5/46MM,4239189,Bone screw
COTTON-LEUNG BILIARY STENT   CLSO-11.5-5ERBD,4234567,Biliary stent
CURA VAC-소,45758032,Negative-pressure wound therapy system foam dressing
DAFILON 5/0 DSMP 11(BLUE),45758903,"Nylon suture, monofilament"
DIAGNOSTIC GUIDE WIRE 200CM 미만,4159813,Guide wire
DRESSING BANDAGE(슈퍼포아) 9*9,4229930,Wound management dressing
DUK-IN S-SPLINT (PRE CUT TYPE) 4*15,2614911,"Special casting material (e.g., fiberglass)"
DUODERM PASTE 30G,2615137,"Hydrocolloid dressing, wound filler, paste, sterile, per ounce"
E.V.D CATHETER 15.0FR,4234117,Ventricular intracranial catheter
ECHELON FLEX 45 ENDO CARTRIDGE BLUE ECR45B,45765044,"Endoscopic manual linear cutting stapler, single-use"
ELASTIC BANDAGE   3,4313938,Elastic bandage
ELASTIC BANDAGE   6,4313938,Elastic bandage
ENDO GIA UNIVERSAL STANDARD STAPLER,45765044,"Endoscopic manual linear cutting stapler, single-use"
ENDO LAP POUCH M,45759711,Tissue extraction bag
ENDOTRACHEAL TUBE UNCUFF 5MM(히포),4097216,Endotracheal tube
ETHIBOND 2/0 W6917,4105230,Polyester suture
ETHIBOND 2-0   10B72,4105230,Polyester suture
EVERCROSS PTA DILATATION CATHETER MIDDLE(6-12MM),4259287,Angioplasty balloon catheter
FLEXOR GUIDING SHEATH WITH CHECK-FLO VALVE(COOK),45772243,Intravascular guiding catheter
FLOCTRAC SENSOR,45758063,"Patient monitoring system module, cardiac output"
