row,diagname,concept_id,concept_name
19896,"Congenital malformation of great vein, unspecified",314147,Anomalies of great veins
19897,Other congenital malformations of peripheral vascular system,316795,Congenital anomaly of peripheral blood vessel
19898,Congenital absence and hypoplasia of umbilical artery,436809,Absence or hypoplasia of the umbilical artery
19899,Single umbilical artery,436809,Absence or hypoplasia of the umbilical artery
19900,Congenital renal artery stenosis,4153293,Congenital renal artery stenosis
19901,Other congenital malformations of renal artery,195060,Congenital anomaly of renal blood vessel
19902,Congenital malformation of renal artery NOS,195060,Congenital anomaly of renal blood vessel
19903,Peripheral arteriovenous malformation,4076794,Peripheral arteriovenous malformation
19904,Arteriovenous aneurysm,4076794,Peripheral arteriovenous malformation
19905,Arteriovenous malformation of uterus,4076794,Peripheral arteriovenous malformation
19906,Congenital phlebectasia,4035494,Congenital phlebectasia
19907,Other specified congenital malformations of peripheral vascular system,316795,Congenital anomaly of peripheral blood vessel
19908,Aberrant subclavian artery,316795,Congenital anomaly of peripheral blood vessel
19909,Congenital varix,316795,Congenital anomaly of peripheral blood vessel
19910,Anomaly of artery or vein NOS,316795,Congenital anomaly of peripheral blood vessel
19911,Capillary malformation,316795,Congenital anomaly of peripheral blood vessel
19912,Venous malformation,316795,Congenital anomaly of peripheral blood vessel
19913,"Congenital malformation of peripheral vascular system, unspecified",316795,Congenital anomaly of peripheral blood vessel
19914,Other congenital malformations of circulatory system,141124,Congenital anomaly of cardiovascular system
19915,Arteriovenous malformation of precerebral vessels,4005616,Arteriovenous malformation of precerebral vessels
19916,Other malformations of precerebral vessels,4005616,Arteriovenous malformation of precerebral vessels
19917,Congenital precerebral aneurysm (nonruptured),4005616,Arteriovenous malformation of precerebral vessels
19918,Arteriovenous malformation of cerebral vessels,4121803,Cerebral arteriovenous malformation
19919,Arteriovenous malformation of brain NOS,4121803,Cerebral arteriovenous malformation
19920,"Arteriovenous malformation, cavernous",4121803,Cerebral arteriovenous malformation
19921,"Arteriovenous malformation, dural, including CCF",4121803,Cerebral arteriovenous malformation
19922,Spinal arteriovenous malformation,4121803,Cerebral arteriovenous malformation
19923,Spinal arteriovenous fistula,4121803,Cerebral arteriovenous malformation
19924,Arteriovenous malformation of parenchymal vessel,4121803,Cerebral arteriovenous malformation
19925,"Arteriovenous malformation, scalp",4121803,Cerebral arteriovenous malformation
19926,Other malformation of cerebral vessels,372721,Congenital anomaly of cerebrovascular system
19927,Congenital cerebral aneurysm (nonruptured),372721,Congenital anomaly of cerebrovascular system
19928,"Congenital malformation of cerebral vessels, NOS",372721,Congenital anomaly of cerebrovascular system
19929,Other specified congenital malformations of circulatory system,141124,Congenital anomaly of cardiovascular system
19930,"Congenital malformations of circulatory system, unspecified",141124,Congenital anomaly of cardiovascular system
19931,Congenital malformations of nose,4215933,Congenital deformity of nose
19932,Choanal atresia,256810,Choanal atresia
19933,"Atresia of nares (anterior, posterior)",256810,Choanal atresia
19934,Agenesis and underdevelopment of nose,4009627,Congenital absence of nose
19935,"Fissured, notched and cleft nose",256811,Congenital anomaly of nose
19936,Median nasal cleft,256811,Congenital anomaly of nose
19937,Congenital perforated nasal septum,4318409,Congenital perforation of nasal septum
19938,Other congenital malformations of nose,256811,Congenital anomaly of nose
19939,"Congenital malformations of nose, unspecified",4215933,Congenital deformity of nose
19940,Congenital malformations of larynx,442799,Congenital anomaly of larynx
19941,Web of larynx,4186285,Congenital web of larynx
19942,Glottic web of larynx,4186285,Congenital web of larynx
19943,Congenital subglottic stenosis,4005622,Congenital subglottic stenosis
19944,Laryngeal hypoplasia,4109493,Laryngeal hypoplasia
19945,Laryngocele,4197544,Congenital laryngocele
19946,Congenital laryngomalacia,4113306,Congenital laryngomalacia
19947,Other congenital malformations of larynx,442799,Congenital anomaly of larynx
19948,"Absence of cricoid cartilage, epiglottis, glottis, larynx or thyroid cartilage",442799,Congenital anomaly of larynx
19949,Fissure of epiglottis,442799,Congenital anomaly of larynx
19950,Congenital laryngeal stridor,4207968,Congenital laryngeal stridor
19951,"Congenital malformation of larynx, unspecified",442799,Congenital anomaly of larynx
19952,Congenital malformations of trachea and bronchus,4108877,Congenital malformation of trachea and bronchus
19953,Congenital tracheomalacia,4316227,Congenital tracheomalacia
19954,Other congenital malformations of trachea,443913,Congenital anomaly of trachea
19955,Anomaly of tracheal cartilage,443913,Congenital anomaly of trachea
19956,Atresia of trachea,443913,Congenital anomaly of trachea
19957,Congenital bronchomalacia,4319334,Congenital bronchomalacia
19958,Congenital stenosis of bronchus,4004129,Congenital bronchial stenosis
19959,Other congenital malformations of bronchus,255362,Congenital anomaly of bronchus
19960,Congenital malformations of lung,257094,Congenital anomaly of lung
19961,Congenital cystic lung,261393,Congenital cystic lung
19962,Congenital cystic lung disease,261393,Congenital cystic lung
19963,Congenital cystic adenomatoid malformation of lung,261393,Congenital cystic lung
19964,Sequestration of lung,4088076,Congenital sequestration of lung
19965,Sequestration of bronchopulmonary,4088076,Congenital sequestration of lung
19966,Agenesis of lung,4279620,Congenital absence of lung
19967,Congenital bronchiectasis,255059,Congenital bronchiectasis
19968,Hypoplasia and dysplasia of lung,257094,Congenital anomaly of lung
19969,Ectopic tissue in lung,4147788,Ectopic tissue in lung
19970,Other congenital malformations of lung,257094,Congenital anomaly of lung
19971,"Congenital malformation of lung, unspecified",257094,Congenital anomaly of lung
19972,Other congenital malformations of respiratory system,4173657,Congenital malformation of the respiratory system
19973,Anomaly of pleura,4113424,Anomaly of pleura
19974,Congenital cyst of mediastinum,4246066,Congenital cyst of mediastinum
19975,Other specified congenital malformations of respiratory system,4173657,Congenital malformation of the respiratory system
19976,Atresia of nasopharynx,4173657,Congenital malformation of the respiratory system
19977,Primary ciliary dyskinesia,4173657,Congenital malformation of the respiratory system
19978,Congenital anomaly of respiratory organ NOS,4173657,Congenital malformation of the respiratory system
19979,"Congenital malformation of respiratory system, unspecified",4173657,Congenital malformation of the respiratory system
19980,Cleft palate,135923,Cleft palate
19981,Cleft hard palate,40492466,Cleft of hard palate
19982,"Cleft hard palate, bilateral",40492466,Cleft of hard palate
19983,"Cleft hard palate, unilateral",40492466,Cleft of hard palate
19984,Cleft soft palate,4109045,Cleft of soft palate
19985,"Cleft soft palate, bilateral",4109045,Cleft of soft palate
19986,"Cleft soft palate, unilateral",4109045,Cleft of soft palate
19987,Cleft hard palate with cleft soft palate,135923,Cleft palate
19988,Cleft uvula,4077901,Cleft uvula
19989,"Cleft palate, unspecified",135923,Cleft palate
19990,"Cleft palate, NOS",135923,Cleft palate
19991,"Complete cleft palate, unilateral",135923,Cleft palate
19992,"Incomplete cleft palate, unilateral",135923,Cleft palate
19993,"Submucosal cleft palate, unilateral",135923,Cleft palate
19994,Oronasal fistula,135923,Cleft palate
19995,"Postoperative velopharyngeal insufficiency, other and unspecified",135923,Cleft palate
19996,"cleft palate, medial",4152844,Central complete cleft palate
19997,Cleft lip,133861,Cleft lip
19998,"Cleft lip, bilateral",4127128,Bilateral cleft lip
19999,"Cleft lip, medial",133861,Cleft lip
20000,"Cleft lip, unilateral",133861,Cleft lip
20001,"Cleft lip, NOS",133861,Cleft lip
20002,Secondary cleft lip and nose deformity,133861,Cleft lip
20003,"Cleft lip, median",133861,Cleft lip
20004,Cleft palate with cleft lip,134144,Cleft palate with cleft lip
20005,"Cleft hard palate with cleft lip, bilateral",4005755,"Cleft hard palate with cleft lip, bilateral"
20006,Cleft hard palate with unilateral cleft lip,134144,Cleft palate with cleft lip
20007,"Cleft soft palate with cleft lip, bilateral",133586,Bilateral incomplete cleft palate with cleft lip
20008,Cleft soft palate with unilateral cleft lip,134144,Cleft palate with cleft lip
20009,Cleft soft palate with cleft lip NOS,134144,Cleft palate with cleft lip
20010,"Cleft hard and soft palate with cleft lip, bilateral",133586,Bilateral incomplete cleft palate with cleft lip
20011,"Cleft hard and soft palate with cleft lip, unilateral",134144,Cleft palate with cleft lip
20012,Cleft hard and soft palate with cleft lip NOS,134144,Cleft palate with cleft lip
20013,"Unspecified cleft palate with cleft lip, bilateral",133586,Bilateral incomplete cleft palate with cleft lip
20014,Unspecified cleft palate with unilateral cleft lip,134144,Cleft palate with cleft lip
20015,Cleft palate with cleft lip NOS,134144,Cleft palate with cleft lip
20016,Cleft hard palate with bilateral cleft lip,4005755,"Cleft hard palate with cleft lip, bilateral"
20017,Cleft hard and soft palate with bilateral cleft lip,133586,Bilateral incomplete cleft palate with cleft lip
20018,Cleft hard and soft palate with unilateral cleft lip,134144,Cleft palate with cleft lip
20019,Unspecified cleft palate with bilateral cleft lip,133586,Bilateral incomplete cleft palate with cleft lip
20020,"Other congenital malformations of tongue, mouth and pharynx",4108878,"Congenital malformation of tongue, mouth and pharynx"
20021,Abnormal labia frenum,4033966,Congenital anomaly of lip
20022,Ankyloglossia,436812,Tongue tie
20023,Tongue tie,436812,Tongue tie
20024,Short frenulum,436812,Tongue tie
20025,Macroglossia,437979,Enlargement of tongue
20026,Other congenital malformations of tongue,433862,Congenital anomaly of tongue
20027,Aglossia,433862,Congenital anomaly of tongue
20028,Congenital malformation of tongue NOS,433862,Congenital anomaly of tongue
20029,Hypoplasia of tongue,433862,Congenital anomaly of tongue
20030,Microglossia,433862,Congenital anomaly of tongue
20031,"Congenital malformations of palate, nec",4027567,Congenital anomaly of palate
20032,Absence of uvula,4027567,Congenital anomaly of palate
20033,Congenital malformations of palate NOS,4027567,Congenital anomaly of palate
20034,High arched palate,4027567,Congenital anomaly of palate
20035,"Other congenital malformations of tongue, mouth and pharynx",133303,Congenital anomaly of mouth
20036,Fordyce's disease,133303,Congenital anomaly of mouth
20037,Pharyngeal pouch,4143013,Pharyngeal pouch
20038,Diverticulum of pharynx,4143013,Pharyngeal pouch
20039,Other congenital malformations of pharynx,23865,Congenital anomaly of pharynx
20040,Velopharyngeal insufficiency,23865,Congenital anomaly of pharynx
20041,Congenital velopharyngeal insufficiency,23865,Congenital anomaly of pharynx
20042,"Congenital malformations of lips, nec",4033966,Congenital anomaly of lip
20043,Congenital malformations of salivary glands and ducts,4109612,Congenital malformation of salivary glands and ducts
20044,Other congenital malformation of mouth,133303,Congenital anomaly of mouth
20045,Congenital malformations of oesophagus,23868,Congenital anomaly of esophagus
20046,Atresia of esophagus without fistula,4095108,Congenital atresia of esophagus
20047,Atresia of esophagus NOS,4095108,Congenital atresia of esophagus
20048,Atresia of esophagus with tracheo-esophageal fistula,4004146,Esophageal atresia with tracheo-esophageal fistula
20049,Atresia of esophagus with broncho-esophageal fistula,4004146,Esophageal atresia with tracheo-esophageal fistula
20050,Congenital tracheoesophageal fistula without atresia,4341231,Tracheo-esophageal fistula without atresia of esophagus
20051,Congenital tracheo-esophageal fistula NOS,4341231,Tracheo-esophageal fistula without atresia of esophagus
20052,Congenital stenosis and stricture of esophagus,23868,Congenital anomaly of esophagus
20053,Esophageal web,4078921,Esophageal web
20054,Diverticulum of esophagus,4005764,Congenital diverticulum of esophagus
20055,Other congenital malformations of esophagus,23868,Congenital anomaly of esophagus
20056,Duplication (of) esophagus,23868,Congenital anomaly of esophagus
20057,Congenital malformations of esophagus,23868,Congenital anomaly of esophagus
20058,Atresia of oesophagus without fistula,4095108,Congenital atresia of esophagus
20059,Atresia of oesophagus with tracheo- esophageal fistula,4004146,Esophageal atresia with tracheo-esophageal fistula
20060,Congenital tracheo-oesophageal fistula without atresia,4341231,Tracheo-esophageal fistula without atresia of esophagus
20061,Congenital stenosis and stricture of oesophagus,23868,Congenital anomaly of esophagus
20062,Oesophageal web,4078921,Esophageal web
20063,Diverticulum of oesophagus,4005764,Congenital diverticulum of esophagus
20064,Other congenital malformations of oesophagus,23868,Congenital anomaly of esophagus
20065,"Congenital malformation of oesophagus, unspecified",23868,Congenital anomaly of esophagus
20066,Other congenital malformations of upper alimentary tract,4169977,Congenital malformation of upper alimentary tract
20067,Congenital hypertrophic pyloric stenosis,192433,Congenital hypertrophic pyloric stenosis
20068,Hypertrophy of pylorus congenital or infantile,192433,Congenital hypertrophic pyloric stenosis
20069,Stenosis of pylorus congenital or infantile,192433,Congenital hypertrophic pyloric stenosis
20070,Infantile hypertrophic pyloric stenosis,192433,Congenital hypertrophic pyloric stenosis
20071,Congenital hiatus hernia,198246,Congenital hiatus hernia
20072,Displacement of cardia through esophageal hiatus,198246,Congenital hiatus hernia
20073,Other specified congenital malformations of stomach,194151,Congenital anomaly of stomach
20074,Duplication of stomach,194151,Congenital anomaly of stomach
20075,"Congenital malformation of stomach, unspecified",194151,Congenital anomaly of stomach
20076,Other specified congenital malformations of upper alimentary tract,4169977,Congenital malformation of upper alimentary tract
20077,"Congenital absence, atresia and stenosis of small intestine",197084,"Congenital absence, atresia and stenosis of small intestine"
20078,"Congenital absence, atresia and stenosis of duodenum",197084,"Congenital absence, atresia and stenosis of small intestine"
20079,"Congenital absence, atresia and stenosis of jejunum",197084,"Congenital absence, atresia and stenosis of small intestine"
20080,"Congenital absence, atresia and stenosis of ileum",197084,"Congenital absence, atresia and stenosis of small intestine"
20081,"Congenital absence, atresia and stenosis of other specified parts of small intestine",197084,"Congenital absence, atresia and stenosis of small intestine"
20082,"Congenital obstruction, occlusion and stricture of small intestine or intestine NOS",197084,"Congenital absence, atresia and stenosis of small intestine"
20083,"Congenital absence, atresia and stenosis of intestine NOS",197084,"Congenital absence, atresia and stenosis of small intestine"
20084,Congenital atresia of small bowel,197084,"Congenital absence, atresia and stenosis of small intestine"
20085,"Congenital absence, atresia and stenosis of small intestine, part unspecified",197084,"Congenital absence, atresia and stenosis of small intestine"
20086,"Congenital absence, atresia and stenosis of large intestine",4032939,Congenital anomaly of large intestine
20087,"Congenital absence, atresia and stenosis of rectum with fistula",198550,"Atresia and stenosis of large intestine, rectum and anal canal"
20088,"Congenital absence, atresia and stenosis of rectum without fistula",198550,"Atresia and stenosis of large intestine, rectum and anal canal"
20089,"Congenital absence, atresia and stenosis of anus with fistula",198550,"Atresia and stenosis of large intestine, rectum and anal canal"
20090,"Congenital absence, atresia and stenosis of anus without fistula",198550,"Atresia and stenosis of large intestine, rectum and anal canal"
20091,Imperforate anus,198550,"Atresia and stenosis of large intestine, rectum and anal canal"
20092,"Congenital absence, atresia and stenosis of other parts of large intestine",198550,"Atresia and stenosis of large intestine, rectum and anal canal"
20093,"Congenital absence, atresia and stenosis of large intestine, part unspecified",4032939,Congenital anomaly of large intestine
20094,Other congenital malformations of intestine,4130372,Congenital anomaly of intestinal tract
20095,Meckel's diverticulum,441394,Meckel's diverticulum
20096,Persistent omphalomesenteric duct,441394,Meckel's diverticulum
20097,Hirschsprung's disease,194149,Hirschsprung's disease
20098,Aganglionosis,194149,Hirschsprung's disease
20099,Congenital (aganglionic) megacolon,194149,Hirschsprung's disease
20100,Other congenital functional disorders of colon,443221,Congenital functional disorders of the colon
20101,Congenital malformations of intestinal fixation,200837,Congenital anomaly of fixation of intestine
20102,Malrotation of colon,200837,Congenital anomaly of fixation of intestine
20103,Failure of rotation of cecum and colon,200837,Congenital anomaly of fixation of intestine
20104,Incomplet rotation of cecum and colon,200837,Congenital anomaly of fixation of intestine
20105,Duplication of intestine,4242694,Congenital duplication of intestine
20106,Ectopic anus,4197547,Ectopic anus
20107,Congenital fistula of rectum and anus,4123290,Congenital fistula of rectum and anus
20108,Persistent cloaca,4253536,Persistent cloaca
20109,Cloaca NOS,4253536,Persistent cloaca
20110,Cloacal dystrophy with presacral teratoma,4253536,Persistent cloaca
20111,Cloacal dystrophy with anal atresia,4253536,Persistent cloaca
20112,Other specified congenital malformations of intestine,198860,Congenital anomaly of lower alimentary tract
20113,"Congenital diverticulitis, colon",198860,Congenital anomaly of lower alimentary tract
20114,"Congenital diverticulum, intestine",198860,Congenital anomaly of lower alimentary tract
20115,Megaloduodenum,198860,Congenital anomaly of lower alimentary tract
20116,Microcolon,198860,Congenital anomaly of lower alimentary tract
20117,Anorectal malformation,4130372,Congenital anomaly of intestinal tract
20118,Meckel’s diverticulum,441394,Meckel's diverticulum
20119,Hirschsprung`s disease,194149,Hirschsprung's disease
20120,"Congenital malformation of intestine, unspecified",4130372,Congenital anomaly of intestinal tract
20121,"Congenital malformations of gallbladder, bile ducts and liver",4151863,Congenital abnormality of liver and/or biliary tract
20122,"Agenesis, aplasia and hypoplasia of gallbladder",196214,Congenital disorder of gallbladder and biliary tract
20123,Congenital absence of gallbladder,196214,Congenital disorder of gallbladder and biliary tract
20124,Other congenital malformations of gallbladder,196214,Congenital disorder of gallbladder and biliary tract
20125,Congenital malformations of gallbladder NOS,196214,Congenital disorder of gallbladder and biliary tract
20126,Intrahepatic gallbladder,196214,Congenital disorder of gallbladder and biliary tract
20127,Atresia of bile ducts,196796,Congenital biliary atresia
20128,Congenital stenosis and stricture of bile ducts,4035808,Congenital stricture of bile duct
20129,Choledochal cyst,4134570,Congenital choledochal cyst
20130,"Choledochal cyst, type I",4134570,Congenital choledochal cyst
20131,"Choledochal cyst, type II",4134570,Congenital choledochal cyst
20132,"Choledochal cyst, type III",4134570,Congenital choledochal cyst
20133,"Choledochal cyst, type IV",4134570,Congenital choledochal cyst
20134,Other congenital malformations of biliary ducts,196214,Congenital disorder of gallbladder and biliary tract
20135,Congenital malformations of bile duct NOS,196214,Congenital disorder of gallbladder and biliary tract
20136,Anomalous union of pancreaticobiliary duct,196214,Congenital disorder of gallbladder and biliary tract
20137,Cystic disease of liver,197654,Congenital cystic disease of liver
20138,Fibrocystic disease of liver,197654,Congenital cystic disease of liver
20139,Other congenital malformations of liver,444421,Congenital anomaly of liver
20140,Alagille's syndrome,444421,Congenital anomaly of liver
20141,Congenital hepatomegaly,444421,Congenital anomaly of liver
20142,"Solitary hepatic cyst, congenital",444421,Congenital anomaly of liver
20143,"Multiple hepatic cyst, congenital",444421,Congenital anomaly of liver
20144,Other congenital malformations of bile ducts,196214,Congenital disorder of gallbladder and biliary tract
20145,Other congenital malformations of digestive system,198249,Congenital anomaly of digestive system
20146,Annular pancreas,4222723,Annular pancreas
20147,Congenital pancreatic cyst,4002480,Congenital pancreatic cyst
20148,Other congenital malformations of pancreas and pancreatic duct,4342875,Congenital malformation of pancreas
20149,Accessory pancreas,4342875,Congenital malformation of pancreas
20150,Congenital malformations of pancreas or pancreatic duct NOS,4342875,Congenital malformation of pancreas
20151,Pancreas divisum,4342875,Congenital malformation of pancreas
20152,Other specified congenital malformations of digestive system,198249,Congenital anomaly of digestive system
20153,Duplication of digestive organs NOS,198249,Congenital anomaly of digestive system
20154,"Congenital malformation of digestive system, unspecified",198249,Congenital anomaly of digestive system
20155,Congenital anomaly of digestive system NOS,198249,Congenital anomaly of digestive system
20156,Congenital deformity of digestive system NOS,198249,Congenital anomaly of digestive system
20157,"Agenesis, aplasia and hypoplasia of pancreas",4342875,Congenital malformation of pancreas
20158,"Congenital malformations of ovaries, fallopian tubes and broad ligaments",4158478,Congenital malformation of ovaries and fallopian tubes
20159,Developmental ovarian cyst,4108899,Developmental ovarian cyst
20160,Congenital torsion of ovary,4113438,Congenital torsion of ovary
20161,Other congenital malformations of ovary,198853,Congenital anomaly of ovary
20162,Accessory ovary,198853,Congenital anomaly of ovary
20163,Embryonic cyst of fallopian tube,4120330,Embryonic cyst of fallopian tube
20164,Fimbrial cyst,4120330,Embryonic cyst of fallopian tube
20165,Embryonic cyst of broad ligament,4109624,Embryonic cyst of broad ligament
20166,Cyst of Gartner's duct,4109624,Embryonic cyst of broad ligament
20167,Cyst of parovarian,4109624,Embryonic cyst of broad ligament
20168,Congenital absence of ovary,4003569,Congenital absence of ovary
20169,Development ovarian cyst,4108899,Developmental ovarian cyst
20170,Congenital malformations of uterus and cervix,4109625,Congenital malformation of uterus and cervix
20171,Agenesis and aplasia of uterus,201388,Congenital uterine anomaly
20172,Congenital absence of uterus,201388,Congenital uterine anomaly
20173,Doubling of uterus with doubling of cervix and vagina,4235773,Doubling of uterus with doubling of cervix and vagina
20174,Other doubling of uterus,201387,Doubling of uterus
20175,Doubling of uterus NOS,201387,Doubling of uterus
20176,Bicornate uterus,4150816,Bicornuate uterus
20177,Unicornate uterus,4028991,Uterus unicornis
20178,Agenesis and aplasia of cervix,4291794,Congenital absence of cervix
20179,Embryonic cyst of cervix,4108901,Embryonic cyst of cervix
20180,Congenital fistula between uterus and digestive and urinary tracts,4005469,Congenital fistulae between uterus and digestive and urinary tracts
20181,Other congenital malformations of uterus and cervix,4243365,Congenital anomaly of female genital system
20182,"Congenital malformation of uterus and cervix, unspecified",4109625,Congenital malformation of uterus and cervix
20183,Other congenital malformations of female genitalia,4243365,Congenital anomaly of female genital system
20184,Congenital absence of vagina,4337688,Congenital absence of vagina
20185,Doubling of vagina,4145905,Congenital duplication of vagina
20186,Septate vagina,4145905,Congenital duplication of vagina
20187,Congenital rectovaginal fistula,4009156,Congenital rectovaginal fistula
20188,Imperforate hymen,193587,Imperforate hymen
20189,Other congenital malformations of vagina,201110,Congenital anomaly of vagina
20190,Congenital malformations of vagina NOS,201110,Congenital anomaly of vagina
20191,Embryonic vaginal cyst,201110,Congenital anomaly of vagina
20192,Fusion of labia,4145168,Congenital fusion of labia
20193,Congenital malformation of clitoris,4109796,Congenital malformation of clitoris
20194,Other congenital malformations of vulva,4279771,Congenital anomaly of vulva
20195,Congenital cyst of vulva,4279771,Congenital anomaly of vulva
20196,Other specified congenital malformations of female genitalia,4243365,Congenital anomaly of female genital system
20197,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system
20198,Undescended testicle,437655,Undescended testicle
20199,Ectopic testis,4175621,Ectopic testis
20200,Unilateral or bilateral ectopic testis,4175621,Ectopic testis
20201,"Undescended testicle, unilateral",437655,Undescended testicle
20202,"Undescended testicle, bilateral",437655,Undescended testicle
20203,"Undescended testicle, unspecified",437655,Undescended testicle
20204,Cryptorchism NOS,437655,Undescended testicle
20205,Hypospadias,196528,Hypospadias
20206,"Hypospadias, balanic",4002617,"Hypospadias, balanic"
20207,"Hypospadias, penile",4005933,"Hypospadias, penile"
20208,"Hypospadias, penoscrotal",4005591,"Hypospadias, penoscrotal"
20209,"Hypospadias, perineal",4005592,"Hypospadias, perineal"
20210,Congenital chordee,196515,Congenital chordee
20211,Other hypospadias,196528,Hypospadias
20212,"Hypospadias, unspecified",196528,Hypospadias
20213,Other congenital malformations of male genital organs,4194856,Congenital anomaly of male genital system
20214,Absence and aplasia of testis,4208095,Congenital anomaly of testis
20215,Monorchism,4208095,Congenital anomaly of testis
20216,Hypoplasia of testis and scrotum,4194856,Congenital anomaly of male genital system
20217,Other congenital malformations of testis and scrotum,4194856,Congenital anomaly of male genital system
20218,Congenital malformations of testis or scrotum NOS,4194856,Congenital anomaly of male genital system
20219,Retractile testis,4194856,Congenital anomaly of male genital system
20220,Testis migrans,4194856,Congenital anomaly of male genital system
20221,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate",4194856,Congenital anomaly of male genital system
20222,Congenital absence and aplasia of penis,200831,Congenital anomaly of penis
20223,Other congenital malformations of penis,200831,Congenital anomaly of penis
20224,Congenital malformations of penis NOS,200831,Congenital anomaly of penis
20225,Curvature of penis (lateral),200831,Congenital anomaly of penis
20226,Hypoplasia of penis,200831,Congenital anomaly of penis
20227,Concealed penis,200831,Congenital anomaly of penis
20228,Other specified congenital malformations of male genital organs,4194856,Congenital anomaly of male genital system
20229,Congenital anomaly of male genital organ NOS,4194856,Congenital anomaly of male genital system
20230,Webbed penis,4194856,Congenital anomaly of male genital system
20231,"Hermaphroditism, NEC",4028941,Hermaphroditism
20232,"Male pseudohermaphroditism, NEC",4009631,Male pseudohermaphroditism
20233,"Female pseudohermaphroditism, NEC",4338827,Female pseudohermaphroditism
20234,"Indeterminate sex, unspecified",4295345,Indeterminate sex
20235,Ambiguous genitalia,4295345,Indeterminate sex
20236,"Pseudohermaphroditism, unspecified",4326589,Pseudohermaphroditism
20237,Renal agenesis and other reduction defects of kidney,4003487,Renal agenesis
20238,"Renal agenesis, unilateral",4003487,Renal agenesis
20239,"Solitary kidney, congenital",4003487,Renal agenesis
20240,"Renal agenesis, bilateral",4223016,Oligohydramnios sequence
20241,"Renal agenesis, unspecified",4003487,Renal agenesis
20242,"Renal hypoplasia, unilateral",4139587,Congenital hypoplasia of kidney
20243,"Renal hypoplasia, bilateral",4151867,Bilateral renal hypoplasia
20244,"Renal hypoplasia, unspecified",4139587,Congenital hypoplasia of kidney
20245,Cystic kidney disease,193016,Cystic disease of kidney
20246,Congenital single renal cyst,196813,Simple renal cyst
20247,"Cyst of kidney (congenital, single)",196813,Simple renal cyst
20248,"Polycystic kidney, infantile type",201675,"Polycystic kidney disease, infantile type"
20249,"Polycystic kidney, autosomal dominant",436232,"Polycystic kidney disease, adult type"
20250,"Polycystic kidney, adult type",436232,"Polycystic kidney disease, adult type"
20251,"Polycystic kidney, unspecified",4220238,Multiple congenital cysts of kidney
20252,Renal dysplasia,201111,Renal dysplasia
20253,Multicystic dyplastic kidney,201111,Renal dysplasia
20254,Multicystic kidney disease,201111,Renal dysplasia
20255,Multicystic renal dysplasia,201111,Renal dysplasia
20256,Medullary cystic kidney,197656,Medullary cystic disease of the kidney
20257,Sponge kidney (medullary) NOS,197656,Medullary cystic disease of the kidney
20258,Other cystic kidney diseases,193016,Cystic disease of kidney
20259,"Cystic kidney disease, unspecified",193016,Cystic disease of kidney
20260,"Polycystic kidney, autosomal recessive",201675,"Polycystic kidney disease, infantile type"
20261,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,4109023,Congenital obstructive defect of renal pelvis
20262,Congenital hydronephrosis,4037874,Congenital hydronephrosis
20263,Atresia and stenosis of ureter,4042407,Congenital occlusion of ureter
20264,Congenital occlusion of ureteropelvic junction,4042407,Congenital occlusion of ureter
20265,Congenital megaloureter,4318840,Dilatation of ureter
20266,Other obstructive defects of renal pelvis and ureter,440828,Renal pelvis and ureter obstructive defects
20267,Congenital ureterocele,440828,Renal pelvis and ureter obstructive defects
20268,Duplication of ureter,4170862,Double ureter
20269,Double ureter,4170862,Double ureter
20270,Malposition of ureter,4259147,Ectopic ureter
20271,Displacement of ureter or ureteric orifice,4259147,Ectopic ureter
20272,Ectopic of ureter or ureteric orifice,4259147,Ectopic ureter
20273,Congenital vesico-uretero-renal reflux,4162450,Congenital vesicoureterorenal reflux
20274,Other congenital malformations of ureter,193312,Congenital anomaly of ureter
20275,Anomaly of ureter NOS,193312,Congenital anomaly of ureter
20276,Other congenital malformations of kidney,195363,Congenital anomaly of the kidney
20277,Accessory kidney,4147222,Accessory kidney
20278,Duplex kidney,4147222,Accessory kidney
20279,"Lobulated, fused and horseshoe kidney",195363,Congenital anomaly of the kidney
20280,Ectopic kidney,4040640,Ectopic kidney
20281,Congenital displaced kidney,4040640,Ectopic kidney
20282,Hyperplastic and giant kidney,195363,Congenital anomaly of the kidney
20283,Other specified congenital malformations of kidney,195363,Congenital anomaly of the kidney
20284,"Congenital malformation of kidney, unspecified",195363,Congenital anomaly of the kidney
20285,Other congenital malformations of urinary system,4040385,Congenital anomaly of the urinary tract proper
20286,Epispadias,433583,Epispadias
20287,Exstrophy of urinary bladder,197667,Exstrophy of bladder sequence
20288,Congenital posterior urethral valves,4113455,Congenital posterior urethral valves
20289,Other atresia and stenosis of urethra and bladder neck,197096,Urethra and bladder neck atresia and stenosis
20290,Congenital stricture of urinary meatus,197096,Urethra and bladder neck atresia and stenosis
20291,Malformation of urachus,201121,Malformation of urachus
20292,Cyst of urachus,201121,Malformation of urachus
20293,Patent urachus,201121,Malformation of urachus
20294,Prolapse of urachus,201121,Malformation of urachus
20295,Other congenital malformations of bladder and urethra,4108905,Congenital malformation of the urinary system
20296,Congenital urethrorectal fistula,4108905,Congenital malformation of the urinary system
20297,Other specified congenital malformations of urinary system,4108905,Congenital malformation of the urinary system
